"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",4.246753343,3.555014858,4.024056047,4.252041702,4.465506372,4.947286188
"2","rho",-1.947223023,-2.403551102,-2.121446918,-1.983723463,-1.830179836,-1.468685079
"3","sigma",1.609322921,0.790311783,1.271497858,1.569038941,1.895948263,2.668518959
"4","mu[1]",4.303321624,2.082111094,3.652576597,4.332231984,5.008245046,6.383163701
"5","mu[2]",-3.224202662,-4.788495781,-3.813649135,-3.225909581,-2.671000953,-1.546949126
"6","mu[3]",-3.808687481,-4.926222454,-4.412348503,-3.923909352,-3.349011983,-1.986108382
"7","mu[4]",-4.337467402,-4.9706797,-4.746588447,-4.452957307,-4.060451216,-3.026642935
"8","mu[5]",-4.158956712,-4.969054745,-4.692016561,-4.320448826,-3.78564284,-2.50798441
