"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.542484072,1.741131374,2.924687589,3.529420393,4.158809279,5.428319335
"2","rho",2.658432541,1.760595856,2.343697284,2.647723988,2.958876326,3.602444113
"3","sigma",2.619365034,2.416649434,2.545375146,2.616459567,2.690679996,2.837988283
"4","mu[1]",-1.978792936,-4.831775551,-3.7038626,-2.403444965,-0.723337951,3.328002721
"5","mu[2]",-2.072420871,-4.844777458,-3.780528766,-2.500485658,-0.809076337,3.053958038
"6","mu[3]",-2.448026659,-4.890822035,-4.034205064,-2.922026644,-1.338384874,2.623727639
"7","mu[4]",-2.002437937,-4.86028248,-3.693252801,-2.4332349,-0.689222749,3.089753973
"8","mu[5]",-2.432998114,-4.88479691,-3.941171126,-2.842694996,-1.343045209,2.29901442
