"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.696330322,1.979799034,3.069808905,3.687247204,4.312503022,5.513166283
"2","rho",2.583294471,1.780591756,2.310794898,2.573005061,2.852447404,3.40152537
"3","sigma",1.947167431,1.796727675,1.890145529,1.944023996,2.000743573,2.114981422
"4","mu[1]",-2.286579949,-4.882255778,-3.862147716,-2.677185831,-1.152558888,2.637968654
"5","mu[2]",-2.256603632,-4.877748908,-3.925736506,-2.650971521,-1.087730444,2.760343079
"6","mu[3]",-2.422211674,-4.914594881,-3.979814453,-2.852651495,-1.290508222,2.622883955
"7","mu[4]",-1.421249582,-4.785494849,-3.205348451,-1.783225774,0.002297135,4.127384346
"8","mu[5]",-2.521946459,-4.900393416,-4.044277012,-2.980087978,-1.47457921,2.475803351
