"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.381511749,1.240708796,1.941908471,2.35355551,2.771441581,3.743542633
"2","rho",0.30854753,0.011579581,0.111201017,0.231127954,0.407880026,1.062975253
"3","sigma",3.735474277,3.377705393,3.604320052,3.726096594,3.857591412,4.142721593
"4","mu[1]",-1.507634962,-3.81968453,-2.363279739,-1.563660675,-0.717361532,1.115385885
"5","mu[2]",-3.739295846,-4.940246781,-4.468382505,-3.927945722,-3.252373093,-1.336485996
"6","mu[3]",-3.59370501,-4.93998997,-4.355130115,-3.767291135,-3.041725205,-1.127569744
"7","mu[4]",-3.850437196,-4.948390324,-4.544486019,-4.067168555,-3.383349292,-1.59621247
"8","mu[5]",-3.835756727,-4.959733203,-4.534335893,-4.038963336,-3.370180022,-1.569035397
