"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.987734647,1.581871497,2.390398241,2.923993728,3.495471348,4.909476949
"2","rho",0.930856136,0.030838415,0.358475347,0.953369164,1.397911471,2.119883672
"3","sigma",4.388454203,3.927924042,4.219239357,4.382827499,4.552036835,4.885479867
"4","mu[1]",3.03617656,-1.361978264,1.847201473,3.194564272,4.329504095,6.822496293
"5","mu[2]",-1.461498994,-4.468665689,-2.647535187,-1.592766732,-0.409125184,2.332731691
"6","mu[3]",-0.659790551,-4.063679937,-2.019277751,-0.854358019,0.45954967,3.83904421
"7","mu[4]",-3.144129075,-4.918946799,-4.21733616,-3.412548049,-2.423270183,0.410613837
"8","mu[5]",-3.035728024,-4.916685672,-4.21680961,-3.391895291,-2.274542115,0.98240601
