"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.665412583,2.040653894,3.019367854,3.627598292,4.259834642,5.580209892
"2","rho",2.279049425,1.426485455,2.003028762,2.256903495,2.532385607,3.201295216
"3","sigma",2.357024643,2.147971266,2.280968609,2.351810119,2.43113803,2.593849649
"4","mu[1]",-2.15583747,-4.864750588,-3.755830706,-2.577332059,-0.993749756,2.673600989
"5","mu[2]",-2.029138283,-4.829035861,-3.696096055,-2.408395456,-0.76350272,3.01991462
"6","mu[3]",-2.36953479,-4.886432056,-3.984385089,-2.845508062,-1.200860896,2.776034254
"7","mu[4]",-1.776030842,-4.860487841,-3.475898457,-2.066230344,-0.43936048,3.169446521
"8","mu[5]",-2.182275693,-4.859652862,-3.8532151,-2.609900746,-0.995895927,3.173323886
