"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.694317711,1.44758733,2.153189654,2.599433429,3.171915568,4.460409509
"2","rho",0.845492081,0.019951107,0.344964687,0.843554076,1.276554234,1.855173373
"3","sigma",4.821080679,4.478025257,4.694051597,4.813562576,4.944154444,5.204258598
"4","mu[1]",-1.659542214,-4.440264284,-2.911541227,-1.863682142,-0.689838635,2.561861088
"5","mu[2]",-1.483379942,-4.225773157,-2.627446862,-1.640972392,-0.527773671,2.224054145
"6","mu[3]",-0.62105217,-3.798777075,-1.729280253,-0.690828168,0.390177541,2.918596381
"7","mu[4]",0.205892432,-3.189809698,-0.844863766,0.1820332,1.246513631,3.640631578
"8","mu[5]",-1.042541171,-4.179862844,-2.208511631,-1.031116796,0.043888606,2.268806353
