"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",4.184732597,3.001465415,3.708380107,4.124717129,4.613486658,5.632912406
"2","rho",0.77035511,0.153415474,0.620494293,0.799300892,0.95396954,1.199089465
"3","sigma",3.571527958,3.297352216,3.477475296,3.569048854,3.664983743,3.857715408
"4","mu[1]",-0.388341603,-4.33184078,-1.891132357,-0.461049761,1.058292465,3.913173742
"5","mu[2]",-1.663934681,-4.724002996,-3.125653196,-1.89448057,-0.44435703,2.868298732
"6","mu[3]",-2.470698264,-4.845812485,-3.840058234,-2.788487231,-1.487651485,1.722990754
"7","mu[4]",-2.679056633,-4.888956288,-4.000096103,-2.987754964,-1.684668702,1.255479898
"8","mu[5]",-2.886739635,-4.903060607,-4.129598968,-3.223474162,-2.005066142,1.056020597
