"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.428582426,2.461490869,3.066247498,3.413042321,3.775167817,4.529379757
"2","rho",0.097489208,0.002166501,0.02944755,0.06817687,0.12750264,0.323586233
"3","sigma",3.227271688,2.957392783,3.127945107,3.221647161,3.3203374,3.529782644
"4","mu[1]",-1.111173464,-3.926009612,-2.151781973,-1.12482239,-0.135937553,1.94114
"5","mu[2]",-3.755523407,-4.939851234,-4.505993008,-3.929271214,-3.222435592,-1.540685042
"6","mu[3]",-3.92848688,-4.966334636,-4.60826863,-4.136232395,-3.449739038,-1.72469335
"7","mu[4]",-3.641430065,-4.943825798,-4.416870003,-3.8404194,-3.076270591,-1.225994955
"8","mu[5]",-2.98934554,-4.826111371,-3.938572309,-3.124883744,-2.212232166,-0.323664666
