"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.375521439,1.56552569,1.981013765,2.269024584,2.658024036,3.880059853
"2","rho",0.585510369,0.00586379,0.121875941,0.679234113,0.927969642,1.241266262
"3","sigma",2.508162704,2.293358581,2.434842563,2.510089011,2.581234127,2.725463789
"4","mu[1]",-2.790296651,-4.701191318,-3.594591616,-2.901321012,-2.11577782,-0.224313792
"5","mu[2]",-4.027045393,-4.963259375,-4.673069464,-4.254359796,-3.622006614,-1.731363582
"6","mu[3]",-4.155514181,-4.977786911,-4.745397576,-4.405783465,-3.848754124,-1.962069654
"7","mu[4]",-4.03751494,-4.980107099,-4.693162177,-4.312205408,-3.664751523,-1.605451913
"8","mu[5]",-4.170885973,-4.970714047,-4.754535025,-4.436770618,-3.860901499,-1.894208354
