"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.631860538,1.928697044,2.962419403,3.607862442,4.249015071,5.509639921
"2","rho",2.751196219,1.833953452,2.454739215,2.747565849,3.05453252,3.652216374
"3","sigma",1.809909764,1.644768306,1.747441482,1.807639568,1.871659055,1.98479157
"4","mu[1]",-2.204032563,-4.886485281,-3.7714754,-2.606821004,-1.015682064,2.599644208
"5","mu[2]",-2.17073995,-4.863345255,-3.816042674,-2.637906411,-0.911541293,2.934663969
"6","mu[3]",-2.449103358,-4.899307254,-4.010304979,-2.926583342,-1.355376777,2.54539994
"7","mu[4]",-2.086137057,-4.876538313,-3.828126134,-2.501584063,-0.832606938,3.045035618
"8","mu[5]",-2.575354529,-4.912525349,-4.035706983,-2.951771056,-1.584399877,2.20823359
