"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.108111155,1.872218995,2.507137984,2.98846261,3.606881679,5.0592673
"2","rho",0.823665894,0.01687668,0.188262152,0.444372043,1.197861488,2.727458711
"3","sigma",3.605481169,3.30136492,3.486301993,3.595723438,3.714793413,3.951946568
"4","mu[1]",-1.674993471,-4.491608784,-2.912853382,-1.806377807,-0.696312588,2.350113114
"5","mu[2]",-2.248359926,-4.808691747,-3.508038994,-2.557455567,-1.390578871,2.4618099
"6","mu[3]",-3.22257969,-4.947209437,-4.402198655,-3.707891117,-2.614368752,1.529459721
"7","mu[4]",-3.523448033,-4.950012202,-4.526209766,-3.947378997,-2.95058613,0.234296288
"8","mu[5]",-3.647811142,-4.968375651,-4.611009316,-4.076528834,-3.198388567,0.226399155
