"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.831802422,2.141691786,3.21056146,3.779622783,4.412692314,5.673241259
"2","rho",2.340404233,1.56927536,2.087038627,2.328111737,2.589409313,3.127458587
"3","sigma",2.028354811,1.844651968,1.958176896,2.022572896,2.094442324,2.242637791
"4","mu[1]",-2.159129069,-4.858486553,-3.779435766,-2.552255946,-0.96256509,2.635786479
"5","mu[2]",-2.399946027,-4.879548532,-3.996703603,-2.80748757,-1.234624807,2.360154084
"6","mu[3]",-2.478910348,-4.91139614,-4.038592027,-2.912199785,-1.377207381,2.220378297
"7","mu[4]",-1.403279523,-4.71476368,-3.1856369,-1.767013778,0.057582479,3.936886255
"8","mu[5]",-1.835616133,-4.830464436,-3.558257366,-2.165553288,-0.512350546,3.303228337
