"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.460436836,1.575590689,2.776261171,3.470993685,4.126636118,5.353976937
"2","rho",2.515774919,1.579868106,2.197923198,2.508388678,2.821689239,3.498832771
"3","sigma",2.610358355,2.433449628,2.542915492,2.608350248,2.671666829,2.806171977
"4","mu[1]",-2.389285873,-4.905447044,-3.967950882,-2.831031499,-1.280507409,2.594581133
"5","mu[2]",-2.160914155,-4.856034507,-3.844936891,-2.577473595,-0.971752402,2.921787756
"6","mu[3]",-2.409429409,-4.878809343,-3.950181506,-2.832054652,-1.322361613,2.441238389
"7","mu[4]",-1.936429933,-4.818359911,-3.64444294,-2.319799515,-0.651430144,3.167506045
"8","mu[5]",-2.328905259,-4.880326157,-3.899645567,-2.777981402,-1.192295169,2.383269834
