"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.532579621,1.292466254,1.944549109,2.406092097,2.994769158,4.509494295
"2","rho",0.952404489,0.018196796,0.270373433,0.770434644,1.518841979,2.639651418
"3","sigma",4.903780324,4.561144798,4.774824199,4.894577262,5.025274482,5.281440828
"4","mu[1]",0.270103509,-3.090955663,-0.742752397,0.206286066,1.25468427,3.943975585
"5","mu[2]",-1.888612299,-4.487256578,-2.944380018,-2.05005584,-1.085607192,1.924630192
"6","mu[3]",1.116230703,-2.970555861,0.080753816,1.219479625,2.239806948,4.577351374
"7","mu[4]",0.816476808,-3.192185682,-0.100693148,0.92557159,1.869267609,3.900202782
"8","mu[5]",-3.557271133,-4.949651952,-4.48779613,-3.905204501,-3.040180767,-0.159173558
