"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.493080341,2.346349822,2.981019801,3.426510948,3.925793455,5.023812044
"2","rho",0.85083643,0.051129562,0.589974592,0.935697831,1.135843918,1.408006405
"3","sigma",4.11706055,3.809540621,4.008011499,4.11646327,4.223230271,4.438856447
"4","mu[1]",0.660584501,-3.99494707,-0.638733898,0.744096067,2.08176549,4.535940141
"5","mu[2]",-1.81667048,-4.668446539,-3.102911584,-1.954916087,-0.714450374,1.973842586
"6","mu[3]",-2.473851242,-4.845768251,-3.725319511,-2.74878604,-1.495155561,1.341930922
"7","mu[4]",-3.045488805,-4.926573491,-4.266981526,-3.409844087,-2.216066659,0.930744894
"8","mu[5]",-3.330895069,-4.947310583,-4.382207405,-3.687788707,-2.633941136,0.239639999
