"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.411945482,2.103111111,2.299914743,2.407101057,2.521879209,2.750958154
"2","rho",-1.476683489,-1.693503053,-1.550093612,-1.475739613,-1.402261479,-1.266066038
"3","sigma",1.525339585,1.335793801,1.45350995,1.522811838,1.591995593,1.745852338
"4","mu[1]",-2.799501439,-3.710022657,-3.118478663,-2.81476969,-2.482513595,-1.858585406
"5","mu[2]",-4.718010993,-4.98972893,-4.897168028,-4.770534272,-4.591331496,-4.158446181
"6","mu[3]",-4.753901819,-4.991816733,-4.916903625,-4.810644688,-4.650561867,-4.192550796
"7","mu[4]",-4.76124289,-4.992354106,-4.919179316,-4.820738223,-4.662944711,-4.234662847
"8","mu[5]",-4.792713529,-4.994169343,-4.935764922,-4.849969278,-4.703665708,-4.292492756
