"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.85050952,1.741056385,2.266261351,2.668533832,3.282616965,4.849456886
"2","rho",0.406820963,-0.816515274,-0.176626563,0.149323721,0.669859493,2.629449701
"3","sigma",3.556590921,3.234758261,3.435481668,3.549968796,3.670113501,3.907678047
"4","mu[1]",-1.696448111,-4.352038888,-2.667147551,-1.812949819,-0.924154276,1.906257508
"5","mu[2]",-2.581253766,-4.754499904,-3.666556437,-2.90940151,-1.927010497,1.928868273
"6","mu[3]",-3.567519681,-4.942548843,-4.527344432,-3.97383562,-3.064096452,0.334390807
"7","mu[4]",-3.790014447,-4.97131584,-4.672406007,-4.214127936,-3.393698855,-0.002585877
"8","mu[5]",-3.910784582,-4.977188335,-4.729702018,-4.349062775,-3.613078336,-0.030632427
