"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.598417491,1.816052592,2.960300096,3.571674942,4.219200275,5.466320652
"2","rho",2.55161724,1.751084995,2.29317361,2.544151362,2.821567637,3.341897163
"3","sigma",2.035659884,1.892408631,1.982291351,2.033027704,2.084731144,2.195816516
"4","mu[1]",-2.351441999,-4.877067483,-3.919504567,-2.764155122,-1.244076094,2.412174929
"5","mu[2]",-2.302359702,-4.905577589,-3.936613788,-2.774264668,-1.117043954,2.893804562
"6","mu[3]",-2.587333588,-4.899822426,-4.142639002,-3.093008585,-1.528286854,2.41820811
"7","mu[4]",-1.576929579,-4.820497746,-3.403707204,-1.948889651,-0.212262031,3.914412566
"8","mu[5]",-2.248462145,-4.88666116,-3.904468233,-2.741071925,-1.104137833,2.793253619
