"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.95017678,2.196175739,2.64320345,2.903130288,3.205799063,3.922073995
"2","rho",-0.233385865,-0.652447588,-0.37280642,-0.229417257,-0.093808829,0.183084024
"3","sigma",3.200737424,2.945462024,3.102682306,3.194763176,3.292607793,3.492779794
"4","mu[1]",-1.427050456,-3.702224752,-2.202791204,-1.456868797,-0.650449046,0.862130762
"5","mu[2]",-4.138444889,-4.967434613,-4.672891815,-4.301865406,-3.767744686,-2.420813076
"6","mu[3]",-4.172989256,-4.972485416,-4.704526275,-4.354448087,-3.814377803,-2.415686111
"7","mu[4]",-3.98977783,-4.965755873,-4.586577074,-4.150022572,-3.572724277,-2.099742344
"8","mu[5]",-3.355496779,-4.893839811,-4.145472969,-3.453796614,-2.696297265,-1.21880866
