"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.445999144,2.384556684,2.987939666,3.371205676,3.82898842,4.937512482
"2","rho",0.595219854,-0.673785284,0.137267387,0.78012976,1.081881134,1.402336161
"3","sigma",4.061522338,3.637297576,3.941151711,4.074116473,4.194376287,4.432283163
"4","mu[1]",0.991337612,-2.990252339,-0.242005287,1.116630956,2.256706836,4.603865244
"5","mu[2]",-1.831272285,-4.564716804,-2.985566816,-1.920173514,-0.857788735,1.587112987
"6","mu[3]",-2.689410401,-4.850386377,-3.863595593,-2.910962896,-1.829417004,0.964259402
"7","mu[4]",-3.172740146,-4.915477441,-4.256085167,-3.518982116,-2.435004454,0.440008261
"8","mu[5]",-3.377301246,-4.91615567,-4.389028137,-3.699774886,-2.745416804,0.021593416
