"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",4.130803474,3.003936399,3.633332587,4.066201895,4.542865825,5.617419981
"2","rho",0.72820647,-0.020095981,0.56474065,0.777792924,0.947150566,1.200468678
"3","sigma",3.562109565,3.291138853,3.467416093,3.56164049,3.652134891,3.839372479
"4","mu[1]",-0.305914637,-4.272168816,-1.790073182,-0.27376777,1.12186277,3.978191414
"5","mu[2]",-1.642644675,-4.715555031,-3.112818029,-1.883332199,-0.462999233,3.030448475
"6","mu[3]",-2.616643693,-4.886018925,-3.931216448,-2.873327755,-1.639803824,1.280472558
"7","mu[4]",-2.744554786,-4.902423985,-4.025558469,-3.081914495,-1.792443804,1.263755352
"8","mu[5]",-2.968572253,-4.895757811,-4.18802102,-3.302449532,-2.120521431,0.933113525
