"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.403195965,2.682732061,3.16463354,3.405748449,3.635494989,4.102434574
"2","rho",-1.421320876,-1.817018854,-1.565432285,-1.434145419,-1.292697272,-0.938138095
"3","sigma",3.580758268,3.127787962,3.421087328,3.578177924,3.735778135,4.064399919
"4","mu[1]",2.959346591,1.494342128,2.443899215,2.955333047,3.477077398,4.478672189
"5","mu[2]",-0.824177569,-2.257264177,-1.326175632,-0.816261352,-0.338692148,0.686922808
"6","mu[3]",-1.258565161,-2.984090816,-1.858153266,-1.244964452,-0.646194763,0.467316653
"7","mu[4]",-3.655870968,-4.891764782,-4.203213794,-3.70626965,-3.169163296,-2.073423816
"8","mu[5]",-4.236954603,-4.970906585,-4.682369239,-4.34868536,-3.915358029,-2.874102735
