"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",3.371628331,1.55360275,2.64529904,3.36518798,4.061732651,5.355597896
"2","rho",2.031880391,-0.270546705,1.737080511,2.072109018,2.477556467,3.236399321
"3","sigma",2.79463648,2.569349668,2.717177767,2.792857538,2.870915676,3.020010573
"4","mu[1]",-2.58905109,-4.908381655,-4.079087438,-3.029768463,-1.563041678,2.070359709
"5","mu[2]",-2.798773513,-4.890581488,-4.115422906,-3.243715087,-1.822251486,1.51385375
"6","mu[3]",-2.694459706,-4.936023334,-4.262881717,-3.185343857,-1.656242846,2.221011858
"7","mu[4]",-2.936358357,-4.9531552,-4.359873692,-3.425408204,-1.973427732,1.78206858
"8","mu[5]",-3.025910464,-4.949638513,-4.393109862,-3.510307233,-2.123097722,1.425761888
