"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",4.115140312,2.619850481,3.828223747,4.214719017,4.52339499,5.024760755
"2","rho",-2.305632956,-2.927171409,-2.668393647,-2.493302944,-2.251814407,-0.363789599
"3","sigma",3.066911505,2.053026227,2.598200367,2.955997276,3.423361519,4.547699176
"4","mu[1]",-2.539529686,-4.176441184,-3.091369772,-2.53799355,-1.987050667,-0.891531299
"5","mu[2]",-2.016293099,-3.501021914,-2.518924905,-2.007500753,-1.492194462,-0.562485796
"6","mu[3]",-0.981470476,-2.962635687,-1.640392589,-0.973392101,-0.300339432,0.957427493
"7","mu[4]",0.232382511,-1.650318179,-0.313232068,0.232051281,0.818022615,1.937818009
"8","mu[5]",-1.112100127,-2.898246151,-1.71824364,-1.109802791,-0.500777314,0.6545276
