"","param","mean","2.5%","25%","50%","75%","97.5%"
"1","alpha",2.652186305,1.520890769,2.184393169,2.634785713,3.098690501,3.830752221
"2","rho",-0.859864122,-2.805575341,-2.129932081,-0.653978281,0.127545766,1.255628414
"3","sigma",3.262330467,2.085925027,2.934837206,3.422375402,3.641679587,3.986330087
"4","mu[1]",0.101423747,-2.033196607,-0.56552475,0.054397889,0.701451537,2.585922188
"5","mu[2]",-4.141607292,-4.97075757,-4.692230431,-4.349648255,-3.850966688,-2.046114534
"6","mu[3]",-3.969771421,-4.949282088,-4.611177941,-4.197089816,-3.645569816,-1.561280138
"7","mu[4]",-4.039106208,-4.950374688,-4.617729934,-4.258702053,-3.734697315,-1.798616315
"8","mu[5]",-4.313299402,-4.974934164,-4.790814787,-4.533629822,-4.08341585,-2.404365657
