"source","parameter","value","rho_it","it","N"
"1_14_est_GP_param.csv","mu[4]",-1.047164985,1,14,3000
"1_14_est_GP_param.csv","mu[5]",0.23745509,1,14,3000
"1_15_est_GP_param.csv","alpha",1.24301361,1,15,3000
"1_15_est_GP_param.csv","rho",1.446878435,1,15,3000
"1_15_est_GP_param.csv","sigma",3.649196076,1,15,3000
"1_15_est_GP_param.csv","mu[1]",-1.282472783,1,15,3000
"1_15_est_GP_param.csv","mu[2]",2.031752377,1,15,3000
"1_15_est_GP_param.csv","mu[3]",1.414612078,1,15,3000
"1_15_est_GP_param.csv","mu[4]",0.946279533,1,15,3000
"1_15_est_GP_param.csv","mu[5]",0.121127417,1,15,3000
"1_16_est_GP_param.csv","alpha",0.935768021,1,16,3000
"1_16_est_GP_param.csv","rho",0.719897982,1,16,3000
"1_16_est_GP_param.csv","sigma",3.529182381,1,16,3000
"1_16_est_GP_param.csv","mu[1]",0.141115148,1,16,3000
"1_16_est_GP_param.csv","mu[2]",5.204191583,1,16,3000
"1_16_est_GP_param.csv","mu[3]",-1.571225137,1,16,3000
"1_16_est_GP_param.csv","mu[4]",-3.06273744,1,16,3000
"1_16_est_GP_param.csv","mu[5]",1.492273405,1,16,3000
"1_17_est_GP_param.csv","alpha",1.223783795,1,17,3000
"1_17_est_GP_param.csv","rho",1.284814572,1,17,3000
"1_17_est_GP_param.csv","sigma",3.608431717,1,17,3000
"1_17_est_GP_param.csv","mu[1]",-3.970964341,1,17,3000
"1_17_est_GP_param.csv","mu[2]",-3.762568362,1,17,3000
"1_17_est_GP_param.csv","mu[3]",-2.15729431,1,17,3000
"1_17_est_GP_param.csv","mu[4]",-2.731289725,1,17,3000
"1_17_est_GP_param.csv","mu[5]",0.369923524,1,17,3000
"1_18_est_GP_param.csv","alpha",0.800204063,1,18,3000
"1_18_est_GP_param.csv","rho",-0.13312292,1,18,3000
"1_18_est_GP_param.csv","sigma",3.560009865,1,18,3000
"1_18_est_GP_param.csv","mu[1]",-2.061168202,1,18,3000
"1_18_est_GP_param.csv","mu[2]",-3.183066789,1,18,3000
"1_18_est_GP_param.csv","mu[3]",1.330379045,1,18,3000
"1_18_est_GP_param.csv","mu[4]",6.753220466,1,18,3000
"1_18_est_GP_param.csv","mu[5]",-0.204053211,1,18,3000
"1_19_est_GP_param.csv","alpha",0.671523121,1,19,3000
"1_19_est_GP_param.csv","rho",0.501549876,1,19,3000
"1_19_est_GP_param.csv","sigma",3.590454297,1,19,3000
"1_19_est_GP_param.csv","mu[1]",-0.539147272,1,19,3000
"1_19_est_GP_param.csv","mu[2]",1.530994213,1,19,3000
"1_19_est_GP_param.csv","mu[3]",1.534298552,1,19,3000
"1_19_est_GP_param.csv","mu[4]",-1.816648645,1,19,3000
"1_19_est_GP_param.csv","mu[5]",2.255122351,1,19,3000
"1_2_est_GP_param.csv","alpha",0.841552721,1,2,3000
"1_2_est_GP_param.csv","rho",0.415863572,1,2,3000
"1_2_est_GP_param.csv","sigma",3.595914879,1,2,3000
"1_2_est_GP_param.csv","mu[1]",-4.00230923,1,2,3000
"1_2_est_GP_param.csv","mu[2]",3.375431884,1,2,3000
"1_2_est_GP_param.csv","mu[3]",-3.436594637,1,2,3000
"1_2_est_GP_param.csv","mu[4]",0.092932235,1,2,3000
"1_2_est_GP_param.csv","mu[5]",-3.378627219,1,2,3000
"1_20_est_GP_param.csv","alpha",1.732813037,1,20,3000
"1_20_est_GP_param.csv","rho",2.245321535,1,20,3000
"1_20_est_GP_param.csv","sigma",3.668249117,1,20,3000
"1_20_est_GP_param.csv","mu[1]",4.206868139,1,20,3000
"1_20_est_GP_param.csv","mu[2]",1.803660481,1,20,3000
"1_20_est_GP_param.csv","mu[3]",-0.796188704,1,20,3000
"1_20_est_GP_param.csv","mu[4]",-1.56359862,1,20,3000
"1_20_est_GP_param.csv","mu[5]",-0.383175634,1,20,3000
"1_3_est_GP_param.csv","alpha",1.927180358,1,3,3000
"1_3_est_GP_param.csv","rho",2.184780954,1,3,3000
"1_3_est_GP_param.csv","sigma",3.565176009,1,3,3000
"1_3_est_GP_param.csv","mu[1]",-1.101549144,1,3,3000
"1_3_est_GP_param.csv","mu[2]",-3.473535597,1,3,3000
"1_3_est_GP_param.csv","mu[3]",0.100459547,1,3,3000
"1_3_est_GP_param.csv","mu[4]",-3.05572889,1,3,3000
"1_3_est_GP_param.csv","mu[5]",1.503214733,1,3,3000
"1_4_est_GP_param.csv","alpha",1.922042202,1,4,3000
"1_4_est_GP_param.csv","rho",2.648524218,1,4,3000
"1_4_est_GP_param.csv","sigma",3.590133517,1,4,3000
"1_4_est_GP_param.csv","mu[1]",0.107513821,1,4,3000
"1_4_est_GP_param.csv","mu[2]",-2.437116901,1,4,3000
"1_4_est_GP_param.csv","mu[3]",-1.076616931,1,4,3000
"1_4_est_GP_param.csv","mu[4]",1.678950274,1,4,3000
"1_4_est_GP_param.csv","mu[5]",-0.918093755,1,4,3000
"1_5_est_GP_param.csv","alpha",0.713061932,1,5,3000
"1_5_est_GP_param.csv","rho",0.735980199,1,5,3000
"1_5_est_GP_param.csv","sigma",3.570725798,1,5,3000
"1_5_est_GP_param.csv","mu[1]",-0.53441449,1,5,3000
"1_5_est_GP_param.csv","mu[2]",-3.050008378,1,5,3000
"1_5_est_GP_param.csv","mu[3]",-1.964641333,1,5,3000
"1_5_est_GP_param.csv","mu[4]",-2.548563395,1,5,3000
"1_5_est_GP_param.csv","mu[5]",-1.162418006,1,5,3000
"1_6_est_GP_param.csv","alpha",0.713407818,1,6,3000
"1_6_est_GP_param.csv","rho",-1.739313031,1,6,3000
"1_6_est_GP_param.csv","sigma",3.557709721,1,6,3000
"1_6_est_GP_param.csv","mu[1]",-1.340072713,1,6,3000
"1_6_est_GP_param.csv","mu[2]",0.911042738,1,6,3000
"1_6_est_GP_param.csv","mu[3]",3.834837194,1,6,3000
"1_6_est_GP_param.csv","mu[4]",0.404395691,1,6,3000
"1_6_est_GP_param.csv","mu[5]",0.366725821,1,6,3000
"1_7_est_GP_param.csv","alpha",2.193557352,1,7,3000
"1_7_est_GP_param.csv","rho",2.65690492,1,7,3000
"1_7_est_GP_param.csv","sigma",3.64007419,1,7,3000
"1_7_est_GP_param.csv","mu[1]",-3.039272974,1,7,3000
"1_7_est_GP_param.csv","mu[2]",-1.073121817,1,7,3000
"1_7_est_GP_param.csv","mu[3]",-0.93420615,1,7,3000
"1_7_est_GP_param.csv","mu[4]",-1.171222878,1,7,3000
"1_7_est_GP_param.csv","mu[5]",1.264413793,1,7,3000
"1_8_est_GP_param.csv","alpha",0.582330319,1,8,3000
"1_8_est_GP_param.csv","rho",0.064993284,1,8,3000
"1_8_est_GP_param.csv","sigma",3.551507202,1,8,3000
"1_8_est_GP_param.csv","mu[1]",2.409794045,1,8,3000
"1_8_est_GP_param.csv","mu[2]",-0.583530205,1,8,3000
"1_8_est_GP_param.csv","mu[3]",-3.519446137,1,8,3000
"1_8_est_GP_param.csv","mu[4]",0.153635982,1,8,3000
"1_8_est_GP_param.csv","mu[5]",1.395932627,1,8,3000
"1_9_est_GP_param.csv","alpha",2.758433791,1,9,3000
"1_9_est_GP_param.csv","rho",2.981814269,1,9,3000
"1_9_est_GP_param.csv","sigma",3.648006472,1,9,3000
"1_9_est_GP_param.csv","mu[1]",-1.350392383,1,9,3000
"1_9_est_GP_param.csv","mu[2]",-0.823342931,1,9,3000
"1_9_est_GP_param.csv","mu[3]",1.743220615,1,9,3000
"1_9_est_GP_param.csv","mu[4]",-3.100212125,1,9,3000
"1_9_est_GP_param.csv","mu[5]",0.624518888,1,9,3000
"10_1_est_GP_param.csv","alpha",3.511984204,10,1,3000
"10_1_est_GP_param.csv","rho",2.10551468,10,1,3000
"10_1_est_GP_param.csv","sigma",3.038976596,10,1,3000
"10_1_est_GP_param.csv","mu[1]",0.99462303,10,1,3000
"10_1_est_GP_param.csv","mu[2]",-2.349676536,10,1,3000
"10_1_est_GP_param.csv","mu[3]",0.685210755,10,1,3000
"10_1_est_GP_param.csv","mu[4]",2.409533207,10,1,3000
"10_1_est_GP_param.csv","mu[5]",-1.792392688,10,1,3000
"10_10_est_GP_param.csv","alpha",3.408429813,10,10,3000
"10_10_est_GP_param.csv","rho",1.756543264,10,10,3000
"10_10_est_GP_param.csv","sigma",2.949524427,10,10,3000
"10_10_est_GP_param.csv","mu[1]",-1.503024604,10,10,3000
"10_10_est_GP_param.csv","mu[2]",-0.393730526,10,10,3000
"10_10_est_GP_param.csv","mu[3]",-1.717916171,10,10,3000
"10_10_est_GP_param.csv","mu[4]",0.208863776,10,10,3000
"10_10_est_GP_param.csv","mu[5]",4.211487489,10,10,3000
"10_11_est_GP_param.csv","alpha",1.987715245,10,11,3000
"10_11_est_GP_param.csv","rho",1.48914692,10,11,3000
"10_11_est_GP_param.csv","sigma",3.001192292,10,11,3000
"10_11_est_GP_param.csv","mu[1]",-2.089343354,10,11,3000
"10_11_est_GP_param.csv","mu[2]",-3.529586163,10,11,3000
"10_11_est_GP_param.csv","mu[3]",-3.304510873,10,11,3000
"10_11_est_GP_param.csv","mu[4]",-0.604430679,10,11,3000
"10_11_est_GP_param.csv","mu[5]",-3.306575371,10,11,3000
"10_12_est_GP_param.csv","alpha",3.252268427,10,12,3000
"10_12_est_GP_param.csv","rho",1.905824078,10,12,3000
"10_12_est_GP_param.csv","sigma",2.96072597,10,12,3000
"10_12_est_GP_param.csv","mu[1]",0.880745981,10,12,3000
"10_12_est_GP_param.csv","mu[2]",-2.747372806,10,12,3000
"10_12_est_GP_param.csv","mu[3]",1.332471032,10,12,3000
"10_12_est_GP_param.csv","mu[4]",-0.35158147,10,12,3000
"10_12_est_GP_param.csv","mu[5]",-0.795322003,10,12,3000
"10_13_est_GP_param.csv","alpha",3.493376136,10,13,3000
"10_13_est_GP_param.csv","rho",2.028922491,10,13,3000
"10_13_est_GP_param.csv","sigma",3.034359641,10,13,3000
"10_13_est_GP_param.csv","mu[1]",-3.052500946,10,13,3000
"10_13_est_GP_param.csv","mu[2]",1.694721154,10,13,3000
"10_13_est_GP_param.csv","mu[3]",0.135248535,10,13,3000
"10_13_est_GP_param.csv","mu[4]",2.360586008,10,13,3000
"10_13_est_GP_param.csv","mu[5]",5.770595294,10,13,3000
"10_14_est_GP_param.csv","alpha",2.27308191,10,14,3000
"10_14_est_GP_param.csv","rho",1.483075808,10,14,3000
"10_14_est_GP_param.csv","sigma",2.966728701,10,14,3000
"10_14_est_GP_param.csv","mu[1]",0.48757957,10,14,3000
"10_14_est_GP_param.csv","mu[2]",1.153125583,10,14,3000
"10_14_est_GP_param.csv","mu[3]",2.074677007,10,14,3000
"10_14_est_GP_param.csv","mu[4]",0.567513201,10,14,3000
"10_14_est_GP_param.csv","mu[5]",-2.170016081,10,14,3000
"10_15_est_GP_param.csv","alpha",3.729819372,10,15,3000
"10_15_est_GP_param.csv","rho",1.952500995,10,15,3000
"10_15_est_GP_param.csv","sigma",2.990572202,10,15,3000
"10_15_est_GP_param.csv","mu[1]",-0.667687419,10,15,3000
"10_15_est_GP_param.csv","mu[2]",-1.569122135,10,15,3000
"10_15_est_GP_param.csv","mu[3]",-2.472030023,10,15,3000
"10_15_est_GP_param.csv","mu[4]",3.082941943,10,15,3000
"10_15_est_GP_param.csv","mu[5]",-0.19257638,10,15,3000
"10_16_est_GP_param.csv","alpha",3.272824511,10,16,3000
"10_16_est_GP_param.csv","rho",1.810451916,10,16,3000
"10_16_est_GP_param.csv","sigma",3.081364118,10,16,3000
"10_16_est_GP_param.csv","mu[1]",-2.204796396,10,16,3000
"10_16_est_GP_param.csv","mu[2]",0.173865648,10,16,3000
"10_16_est_GP_param.csv","mu[3]",-0.833242341,10,16,3000
"10_16_est_GP_param.csv","mu[4]",0.163586919,10,16,3000
"10_16_est_GP_param.csv","mu[5]",-1.882965176,10,16,3000
"10_17_est_GP_param.csv","alpha",3.236701207,10,17,3000
"10_17_est_GP_param.csv","rho",2.039213068,10,17,3000
"10_17_est_GP_param.csv","sigma",3.024747404,10,17,3000
"10_17_est_GP_param.csv","mu[1]",2.262004543,10,17,3000
"10_17_est_GP_param.csv","mu[2]",0.245361637,10,17,3000
"10_17_est_GP_param.csv","mu[3]",-2.347435177,10,17,3000
"10_17_est_GP_param.csv","mu[4]",1.764885238,10,17,3000
"10_17_est_GP_param.csv","mu[5]",-2.617910459,10,17,3000
"10_18_est_GP_param.csv","alpha",2.66642791,10,18,3000
"10_18_est_GP_param.csv","rho",1.900938174,10,18,3000
"10_18_est_GP_param.csv","sigma",3.017960375,10,18,3000
"10_18_est_GP_param.csv","mu[1]",-1.111766559,10,18,3000
"10_18_est_GP_param.csv","mu[2]",1.781531383,10,18,3000
"10_18_est_GP_param.csv","mu[3]",0.554344663,10,18,3000
"10_18_est_GP_param.csv","mu[4]",-1.263211422,10,18,3000
"10_18_est_GP_param.csv","mu[5]",-0.883087858,10,18,3000
"10_19_est_GP_param.csv","alpha",3.350690248,10,19,3000
"10_19_est_GP_param.csv","rho",1.701409914,10,19,3000
"10_19_est_GP_param.csv","sigma",3.048786401,10,19,3000
"10_19_est_GP_param.csv","mu[1]",0.414134599,10,19,3000
"10_19_est_GP_param.csv","mu[2]",0.866224972,10,19,3000
"10_19_est_GP_param.csv","mu[3]",1.244717124,10,19,3000
"10_19_est_GP_param.csv","mu[4]",2.959826883,10,19,3000
"10_19_est_GP_param.csv","mu[5]",5.10699954,10,19,3000
"10_2_est_GP_param.csv","alpha",2.55365908,10,2,3000
"10_2_est_GP_param.csv","rho",1.497457028,10,2,3000
"10_2_est_GP_param.csv","sigma",2.964697874,10,2,3000
"10_2_est_GP_param.csv","mu[1]",-1.367220619,10,2,3000
"10_2_est_GP_param.csv","mu[2]",4.815653788,10,2,3000
"10_2_est_GP_param.csv","mu[3]",1.175337698,10,2,3000
"10_2_est_GP_param.csv","mu[4]",0.36700605,10,2,3000
"10_2_est_GP_param.csv","mu[5]",-1.012695258,10,2,3000
"10_20_est_GP_param.csv","alpha",2.501448679,10,20,3000
"10_20_est_GP_param.csv","rho",1.561018005,10,20,3000
"10_20_est_GP_param.csv","sigma",3.015940154,10,20,3000
"10_20_est_GP_param.csv","mu[1]",-0.827895101,10,20,3000
"10_20_est_GP_param.csv","mu[2]",3.845026188,10,20,3000
"10_20_est_GP_param.csv","mu[3]",0.920455189,10,20,3000
"10_20_est_GP_param.csv","mu[4]",2.203810049,10,20,3000
"10_20_est_GP_param.csv","mu[5]",1.605835855,10,20,3000
"10_3_est_GP_param.csv","alpha",3.729102188,10,3,3000
"10_3_est_GP_param.csv","rho",1.790244757,10,3,3000
"10_3_est_GP_param.csv","sigma",2.957226814,10,3,3000
"10_3_est_GP_param.csv","mu[1]",-2.457826378,10,3,3000
"10_3_est_GP_param.csv","mu[2]",3.951477877,10,3,3000
"10_3_est_GP_param.csv","mu[3]",8.557626556,10,3,3000
"10_3_est_GP_param.csv","mu[4]",-3.232590044,10,3,3000
"10_3_est_GP_param.csv","mu[5]",1.128908683,10,3,3000
"10_4_est_GP_param.csv","alpha",3.205300631,10,4,3000
"10_4_est_GP_param.csv","rho",1.825730751,10,4,3000
"10_4_est_GP_param.csv","sigma",2.944869362,10,4,3000
"10_4_est_GP_param.csv","mu[1]",6.162263899,10,4,3000
"10_4_est_GP_param.csv","mu[2]",0.482448242,10,4,3000
"10_4_est_GP_param.csv","mu[3]",0.642272659,10,4,3000
"10_4_est_GP_param.csv","mu[4]",-2.985455879,10,4,3000
"10_4_est_GP_param.csv","mu[5]",-1.784210602,10,4,3000
"10_5_est_GP_param.csv","alpha",2.682693694,10,5,3000
"10_5_est_GP_param.csv","rho",1.859381362,10,5,3000
"10_5_est_GP_param.csv","sigma",3.017449987,10,5,3000
"10_5_est_GP_param.csv","mu[1]",-3.478864316,10,5,3000
"10_5_est_GP_param.csv","mu[2]",-2.107077481,10,5,3000
"10_5_est_GP_param.csv","mu[3]",0.399282286,10,5,3000
"10_5_est_GP_param.csv","mu[4]",2.778564086,10,5,3000
"10_5_est_GP_param.csv","mu[5]",2.444885484,10,5,3000
"10_6_est_GP_param.csv","alpha",3.458103775,10,6,3000
"10_6_est_GP_param.csv","rho",2.007618704,10,6,3000
"10_6_est_GP_param.csv","sigma",2.991084031,10,6,3000
"10_6_est_GP_param.csv","mu[1]",-2.413059005,10,6,3000
"10_6_est_GP_param.csv","mu[2]",1.103008249,10,6,3000
"10_6_est_GP_param.csv","mu[3]",-2.419416532,10,6,3000
"10_6_est_GP_param.csv","mu[4]",-2.408695063,10,6,3000
"10_6_est_GP_param.csv","mu[5]",4.947946584,10,6,3000
"10_7_est_GP_param.csv","alpha",3.267050236,10,7,3000
"10_7_est_GP_param.csv","rho",1.945823985,10,7,3000
"10_7_est_GP_param.csv","sigma",3.023849423,10,7,3000
"10_7_est_GP_param.csv","mu[1]",4.043229199,10,7,3000
"10_7_est_GP_param.csv","mu[2]",0.553266841,10,7,3000
"10_7_est_GP_param.csv","mu[3]",-0.646228445,10,7,3000
"10_7_est_GP_param.csv","mu[4]",-0.15426053,10,7,3000
"10_7_est_GP_param.csv","mu[5]",-0.692192683,10,7,3000
"10_8_est_GP_param.csv","alpha",3.142684709,10,8,3000
"10_8_est_GP_param.csv","rho",2.001751816,10,8,3000
"10_8_est_GP_param.csv","sigma",2.942516211,10,8,3000
"10_8_est_GP_param.csv","mu[1]",0.597180645,10,8,3000
"10_8_est_GP_param.csv","mu[2]",0.555450783,10,8,3000
"10_8_est_GP_param.csv","mu[3]",7.616469938,10,8,3000
"10_8_est_GP_param.csv","mu[4]",2.255144282,10,8,3000
"10_8_est_GP_param.csv","mu[5]",1.469029863,10,8,3000
"10_9_est_GP_param.csv","alpha",2.769780476,10,9,3000
"10_9_est_GP_param.csv","rho",1.857663264,10,9,3000
"10_9_est_GP_param.csv","sigma",3.019066005,10,9,3000
"10_9_est_GP_param.csv","mu[1]",-0.184131349,10,9,3000
"10_9_est_GP_param.csv","mu[2]",-1.497150191,10,9,3000
"10_9_est_GP_param.csv","mu[3]",-1.249461042,10,9,3000
"10_9_est_GP_param.csv","mu[4]",-1.685609898,10,9,3000
"10_9_est_GP_param.csv","mu[5]",-0.06452098,10,9,3000
"11_1_est_GP_param.csv","alpha",2.085556671,11,1,3000
"11_1_est_GP_param.csv","rho",1.754483747,11,1,3000
"11_1_est_GP_param.csv","sigma",3.027864586,11,1,3000
"11_1_est_GP_param.csv","mu[1]",-0.849242591,11,1,3000
"11_1_est_GP_param.csv","mu[2]",-1.026238054,11,1,3000
"11_1_est_GP_param.csv","mu[3]",-1.930175535,11,1,3000
"11_1_est_GP_param.csv","mu[4]",-1.254570133,11,1,3000
"11_1_est_GP_param.csv","mu[5]",-2.977255299,11,1,3000
"11_10_est_GP_param.csv","alpha",2.572669352,11,10,3000
"11_10_est_GP_param.csv","rho",2.706420342,11,10,3000
"11_10_est_GP_param.csv","sigma",3.008958572,11,10,3000
"11_10_est_GP_param.csv","mu[1]",0.069087116,11,10,3000
"11_10_est_GP_param.csv","mu[2]",-2.568282618,11,10,3000
"11_10_est_GP_param.csv","mu[3]",-2.27787271,11,10,3000
"11_10_est_GP_param.csv","mu[4]",3.384452024,11,10,3000
"11_10_est_GP_param.csv","mu[5]",4.425558841,11,10,3000
"11_11_est_GP_param.csv","alpha",2.381739066,11,11,3000
"11_11_est_GP_param.csv","rho",2.18338388,11,11,3000
"11_11_est_GP_param.csv","sigma",2.974942334,11,11,3000
"11_11_est_GP_param.csv","mu[1]",2.502997909,11,11,3000
"11_11_est_GP_param.csv","mu[2]",2.248854272,11,11,3000
"11_11_est_GP_param.csv","mu[3]",0.522863485,11,11,3000
"11_11_est_GP_param.csv","mu[4]",2.992701061,11,11,3000
"11_11_est_GP_param.csv","mu[5]",-2.042728519,11,11,3000
"11_12_est_GP_param.csv","alpha",3.23240201,11,12,3000
"11_12_est_GP_param.csv","rho",2.286087214,11,12,3000
"11_12_est_GP_param.csv","sigma",2.988101908,11,12,3000
"11_12_est_GP_param.csv","mu[1]",-1.678429202,11,12,3000
"11_12_est_GP_param.csv","mu[2]",0.798142232,11,12,3000
"11_12_est_GP_param.csv","mu[3]",-1.64225691,11,12,3000
"11_12_est_GP_param.csv","mu[4]",-1.062436172,11,12,3000
"11_12_est_GP_param.csv","mu[5]",1.730821668,11,12,3000
"11_13_est_GP_param.csv","alpha",3.475761536,11,13,3000
"11_13_est_GP_param.csv","rho",2.702324036,11,13,3000
"11_13_est_GP_param.csv","sigma",3.050724512,11,13,3000
"11_13_est_GP_param.csv","mu[1]",1.443724024,11,13,3000
"11_13_est_GP_param.csv","mu[2]",-2.233629396,11,13,3000
"11_13_est_GP_param.csv","mu[3]",-0.690625258,11,13,3000
"11_13_est_GP_param.csv","mu[4]",3.930576114,11,13,3000
"11_13_est_GP_param.csv","mu[5]",-2.857310274,11,13,3000
"11_14_est_GP_param.csv","alpha",3.300552354,11,14,3000
"11_14_est_GP_param.csv","rho",2.243789789,11,14,3000
"11_14_est_GP_param.csv","sigma",3.013916033,11,14,3000
"11_14_est_GP_param.csv","mu[1]",0.597753835,11,14,3000
"11_14_est_GP_param.csv","mu[2]",-2.259132313,11,14,3000
"11_14_est_GP_param.csv","mu[3]",0.041335848,11,14,3000
"11_14_est_GP_param.csv","mu[4]",-2.545076741,11,14,3000
"11_14_est_GP_param.csv","mu[5]",1.444076026,11,14,3000
"11_15_est_GP_param.csv","alpha",3.188178069,11,15,3000
"11_15_est_GP_param.csv","rho",2.189134194,11,15,3000
"11_15_est_GP_param.csv","sigma",2.954696999,11,15,3000
"11_15_est_GP_param.csv","mu[1]",-0.175265139,11,15,3000
"11_15_est_GP_param.csv","mu[2]",-1.695484378,11,15,3000
"11_15_est_GP_param.csv","mu[3]",-1.466526643,11,15,3000
"11_15_est_GP_param.csv","mu[4]",5.016015439,11,15,3000
"11_15_est_GP_param.csv","mu[5]",-0.391264156,11,15,3000
"11_16_est_GP_param.csv","alpha",3.753992057,11,16,3000
"11_16_est_GP_param.csv","rho",2.464918173,11,16,3000
"11_16_est_GP_param.csv","sigma",3.045230489,11,16,3000
"11_16_est_GP_param.csv","mu[1]",1.567566829,11,16,3000
"11_16_est_GP_param.csv","mu[2]",0.061213808,11,16,3000
"11_16_est_GP_param.csv","mu[3]",0.209649421,11,16,3000
"11_16_est_GP_param.csv","mu[4]",-3.434925017,11,16,3000
"11_16_est_GP_param.csv","mu[5]",1.874034085,11,16,3000
"11_17_est_GP_param.csv","alpha",3.399692709,11,17,3000
"11_17_est_GP_param.csv","rho",2.747104083,11,17,3000
"11_17_est_GP_param.csv","sigma",3.010290435,11,17,3000
"11_17_est_GP_param.csv","mu[1]",-0.092037572,11,17,3000
"11_17_est_GP_param.csv","mu[2]",-0.03080043,11,17,3000
"11_17_est_GP_param.csv","mu[3]",-3.153080069,11,17,3000
"11_17_est_GP_param.csv","mu[4]",3.283373629,11,17,3000
"11_17_est_GP_param.csv","mu[5]",-1.625719798,11,17,3000
"11_18_est_GP_param.csv","alpha",2.478703621,11,18,3000
"11_18_est_GP_param.csv","rho",2.035796041,11,18,3000
"11_18_est_GP_param.csv","sigma",2.971679359,11,18,3000
"11_18_est_GP_param.csv","mu[1]",1.520495966,11,18,3000
"11_18_est_GP_param.csv","mu[2]",-1.096174116,11,18,3000
"11_18_est_GP_param.csv","mu[3]",0.340382351,11,18,3000
"11_18_est_GP_param.csv","mu[4]",0.560474493,11,18,3000
"11_18_est_GP_param.csv","mu[5]",0.042824873,11,18,3000
"11_19_est_GP_param.csv","alpha",3.818854958,11,19,3000
"11_19_est_GP_param.csv","rho",2.730312058,11,19,3000
"11_19_est_GP_param.csv","sigma",3.085712245,11,19,3000
"11_19_est_GP_param.csv","mu[1]",-2.085038377,11,19,3000
"11_19_est_GP_param.csv","mu[2]",-2.515292824,11,19,3000
"11_19_est_GP_param.csv","mu[3]",1.776000796,11,19,3000
"11_19_est_GP_param.csv","mu[4]",-0.971815915,11,19,3000
"11_19_est_GP_param.csv","mu[5]",4.247669603,11,19,3000
"11_2_est_GP_param.csv","alpha",3.174552399,11,2,3000
"11_2_est_GP_param.csv","rho",2.607147989,11,2,3000
"11_2_est_GP_param.csv","sigma",3.004672557,11,2,3000
"11_2_est_GP_param.csv","mu[1]",4.502226578,11,2,3000
"11_2_est_GP_param.csv","mu[2]",0.976757317,11,2,3000
"11_2_est_GP_param.csv","mu[3]",0.498387913,11,2,3000
"11_2_est_GP_param.csv","mu[4]",-1.639365473,11,2,3000
"11_2_est_GP_param.csv","mu[5]",-3.565313372,11,2,3000
"11_20_est_GP_param.csv","alpha",2.762463209,11,20,3000
