"source","parameter","value","rho_it","it","N"
"3_4_sim_GP_param.csv","rho",0.25,3,4,9999
"3_4_sim_GP_param.csv","sigma",3,3,4,9999
"3_4_sim_GP_param.csv","mu_0",5.62899652470992,3,4,9999
"3_4_sim_GP_param.csv","mu_50",0.622038478389396,3,4,9999
"3_4_sim_GP_param.csv","mu_150",5.20226412034139,3,4,9999
"3_4_sim_GP_param.csv","mu_300",-0.0969279682294815,3,4,9999
"3_4_sim_GP_param.csv","mu_500",-2.45399094618616,3,4,9999
"3_5_sim_GP_param.csv","alpha",4,3,5,9999
"3_5_sim_GP_param.csv","rho",0.25,3,5,9999
"3_5_sim_GP_param.csv","sigma",3,3,5,9999
"3_5_sim_GP_param.csv","mu_0",2.877324304203,3,5,9999
"3_5_sim_GP_param.csv","mu_50",-0.201058750695602,3,5,9999
"3_5_sim_GP_param.csv","mu_150",-7.76185207697148,3,5,9999
"3_5_sim_GP_param.csv","mu_300",5.16635708494637,3,5,9999
"3_5_sim_GP_param.csv","mu_500",-5.20175155533998,3,5,9999
"3_6_sim_GP_param.csv","alpha",4,3,6,9999
"3_6_sim_GP_param.csv","rho",0.25,3,6,9999
"3_6_sim_GP_param.csv","sigma",3,3,6,9999
"3_6_sim_GP_param.csv","mu_0",1.76317025633069,3,6,9999
"3_6_sim_GP_param.csv","mu_50",-3.17185887143452,3,6,9999
"3_6_sim_GP_param.csv","mu_150",2.43378584568952,3,6,9999
"3_6_sim_GP_param.csv","mu_300",3.78487787018696,3,6,9999
"3_6_sim_GP_param.csv","mu_500",-2.29717709578076,3,6,9999
"3_7_sim_GP_param.csv","alpha",4,3,7,9999
"3_7_sim_GP_param.csv","rho",0.25,3,7,9999
"3_7_sim_GP_param.csv","sigma",3,3,7,9999
"3_7_sim_GP_param.csv","mu_0",3.69928427654083,3,7,9999
"3_7_sim_GP_param.csv","mu_50",-4.62041765126387,3,7,9999
"3_7_sim_GP_param.csv","mu_150",4.01542608134218,3,7,9999
"3_7_sim_GP_param.csv","mu_300",3.10667781025101,3,7,9999
"3_7_sim_GP_param.csv","mu_500",2.70530753186704,3,7,9999
"3_8_sim_GP_param.csv","alpha",4,3,8,9999
"3_8_sim_GP_param.csv","rho",0.25,3,8,9999
"3_8_sim_GP_param.csv","sigma",3,3,8,9999
"3_8_sim_GP_param.csv","mu_0",1.36354204371594,3,8,9999
"3_8_sim_GP_param.csv","mu_50",4.98189184200252,3,8,9999
"3_8_sim_GP_param.csv","mu_150",3.27611410138565,3,8,9999
"3_8_sim_GP_param.csv","mu_300",1.36879454939187,3,8,9999
"3_8_sim_GP_param.csv","mu_500",6.87181720568732,3,8,9999
"3_9_sim_GP_param.csv","alpha",4,3,9,9999
"3_9_sim_GP_param.csv","rho",0.25,3,9,9999
"3_9_sim_GP_param.csv","sigma",3,3,9,9999
"3_9_sim_GP_param.csv","mu_0",-2.49760392298374,3,9,9999
"3_9_sim_GP_param.csv","mu_50",-2.04889213930159,3,9,9999
"3_9_sim_GP_param.csv","mu_150",-1.74542168153368,3,9,9999
"3_9_sim_GP_param.csv","mu_300",-2.20393219491937,3,9,9999
"3_9_sim_GP_param.csv","mu_500",-3.0576468114082,3,9,9999
"3_10_sim_GP_param.csv","alpha",4,3,10,9999
"3_10_sim_GP_param.csv","rho",0.25,3,10,9999
"3_10_sim_GP_param.csv","sigma",3,3,10,9999
"3_10_sim_GP_param.csv","mu_0",-2.23391809469382,3,10,9999
"3_10_sim_GP_param.csv","mu_50",2.06613507997831,3,10,9999
"3_10_sim_GP_param.csv","mu_150",2.40086698534578,3,10,9999
"3_10_sim_GP_param.csv","mu_300",-0.673452916138631,3,10,9999
"3_10_sim_GP_param.csv","mu_500",3.20612201724561,3,10,9999
"3_11_sim_GP_param.csv","alpha",4,3,11,9999
"3_11_sim_GP_param.csv","rho",0.25,3,11,9999
"3_11_sim_GP_param.csv","sigma",3,3,11,9999
"3_11_sim_GP_param.csv","mu_0",-0.3129346766424,3,11,9999
"3_11_sim_GP_param.csv","mu_50",-2.3549432011858,3,11,9999
"3_11_sim_GP_param.csv","mu_150",-5.30800641193981,3,11,9999
"3_11_sim_GP_param.csv","mu_300",1.85176198150822,3,11,9999
"3_11_sim_GP_param.csv","mu_500",-3.407800848488,3,11,9999
"3_12_sim_GP_param.csv","alpha",4,3,12,9999
"3_12_sim_GP_param.csv","rho",0.25,3,12,9999
