"N","param","mean","2.5%","25%","50%","75%","97.5%","species","it"
300,"sigma",2.669583598,2.46868556,2.598032076,2.666441592,2.738569835,2.886882544,"Microstomus pacificus",11
300,"mu[1]",-2.25911015,-4.862366856,-3.788646981,-2.665002497,-1.12773052,2.464911273,"Microstomus pacificus",11
300,"mu[2]",-2.297309121,-4.915311615,-3.964025982,-2.713695574,-1.109508417,2.858791421,"Microstomus pacificus",11
300,"mu[3]",-2.456127992,-4.889280468,-4.03713138,-2.938597962,-1.33266582,2.5206518,"Microstomus pacificus",11
300,"mu[4]",-2.116796897,-4.918265771,-3.793631407,-2.581041669,-0.849012034,3.174788499,"Microstomus pacificus",11
300,"mu[5]",-2.341059807,-4.883326448,-4.002224822,-2.776540762,-1.201324624,2.894211311,"Microstomus pacificus",11
300,"alpha",3.494583042,1.788994741,2.843540945,3.476675252,4.120888844,5.349682156,"Microstomus pacificus",12
300,"rho",2.488925685,1.596097638,2.162681751,2.46983722,2.784129448,3.486626616,"Microstomus pacificus",12
300,"sigma",2.525285711,2.336307257,2.451965095,2.520724541,2.591582736,2.74685223,"Microstomus pacificus",12
300,"mu[1]",-2.280935562,-4.861062857,-3.86132068,-2.679935808,-1.155890749,2.446068429,"Microstomus pacificus",12
300,"mu[2]",-2.076100914,-4.899550408,-3.737278409,-2.460871877,-0.855152756,3.161369717,"Microstomus pacificus",12
300,"mu[3]",-2.214310549,-4.872222965,-3.822607907,-2.637417618,-1.02724685,2.696470254,"Microstomus pacificus",12
300,"mu[4]",-2.032035767,-4.81525504,-3.640175676,-2.412255426,-0.823019631,2.740151055,"Microstomus pacificus",12
300,"mu[5]",-2.229936856,-4.873825575,-3.870051024,-2.715300388,-1.009113376,2.855997121,"Microstomus pacificus",12
300,"alpha",3.502493694,1.591580641,2.855636037,3.494732087,4.174924713,5.338940468,"Microstomus pacificus",13
300,"rho",2.521499998,1.53469089,2.211770762,2.511388178,2.834109025,3.480431562,"Microstomus pacificus",13
300,"sigma",2.612712319,2.411200166,2.537729263,2.608574294,2.682612159,2.828138258,"Microstomus pacificus",13
300,"mu[1]",-2.266827649,-4.903078792,-3.915419878,-2.689559942,-1.081222873,2.932907986,"Microstomus pacificus",13
300,"mu[2]",-1.996102142,-4.843413941,-3.714453947,-2.356071778,-0.689651652,2.990405999,"Microstomus pacificus",13
300,"mu[3]",-2.327775811,-4.884797386,-3.899319093,-2.74782177,-1.150327381,2.546156821,"Microstomus pacificus",13
300,"mu[4]",-2.256434279,-4.849784849,-3.841537958,-2.713312723,-1.109004769,2.622011107,"Microstomus pacificus",13
300,"mu[5]",-2.332879177,-4.875557133,-3.898137654,-2.790326767,-1.202721235,2.640855125,"Microstomus pacificus",13
300,"alpha",3.457353176,1.635068948,2.774727559,3.44724568,4.107459895,5.411240381,"Microstomus pacificus",14
300,"rho",2.437420123,1.375450788,2.135367869,2.445928197,2.764636321,3.432544362,"Microstomus pacificus",14
300,"sigma",2.618077978,2.419750691,2.546892309,2.613112098,2.684628788,2.840387674,"Microstomus pacificus",14
300,"mu[1]",-2.251465424,-4.867479798,-3.892130737,-2.672345064,-1.056872351,2.605739139,"Microstomus pacificus",14
300,"mu[2]",-2.210658948,-4.886889552,-3.868247515,-2.692262542,-0.987509627,3.026323938,"Microstomus pacificus",14
300,"mu[3]",-2.346219291,-4.904912775,-3.950346388,-2.793985145,-1.233239664,2.660982344,"Microstomus pacificus",14
300,"mu[4]",-2.133278283,-4.832826841,-3.773020461,-2.554383218,-0.969010471,3.054237059,"Microstomus pacificus",14
300,"mu[5]",-2.333150801,-4.88214006,-3.963344459,-2.767883102,-1.16046968,2.488773057,"Microstomus pacificus",14
300,"alpha",3.49674843,1.586454997,2.816199252,3.508219531,4.148198467,5.365476612,"Microstomus pacificus",15
300,"rho",2.493995455,1.500421197,2.180195906,2.49319856,2.808699467,3.501934281,"Microstomus pacificus",15
300,"sigma",2.595132669,2.400927743,2.522347734,2.590421707,2.66621017,2.819520257,"Microstomus pacificus",15
300,"mu[1]",-2.344854616,-4.903721534,-3.918382524,-2.763030992,-1.154262689,2.563286697,"Microstomus pacificus",15
300,"mu[2]",-2.230581621,-4.869787788,-3.916922081,-2.681667479,-0.995135562,2.990507516,"Microstomus pacificus",15
300,"mu[3]",-2.56017188,-4.917731735,-4.065990267,-3.000907265,-1.504881517,2.31450986,"Microstomus pacificus",15
300,"mu[4]",-1.920592254,-4.811893909,-3.642858762,-2.307782129,-0.664510104,3.202990621,"Microstomus pacificus",15
300,"mu[5]",-2.586570139,-4.938801754,-4.107538046,-3.066625233,-1.52031812,2.179993616,"Microstomus pacificus",15
300,"alpha",3.409486165,1.484872429,2.737803268,3.401047897,4.08218762,5.380181688,"Microstomus pacificus",16
300,"rho",2.307725443,1.224314388,1.984481977,2.318995239,2.633217509,3.355433185,"Microstomus pacificus",16
300,"sigma",2.53777383,2.342560613,2.465958047,2.531808501,2.606671631,2.753996306,"Microstomus pacificus",16
300,"mu[1]",-2.462559496,-4.903274306,-3.987692695,-2.864531978,-1.423246335,2.275939866,"Microstomus pacificus",16
300,"mu[2]",-2.495007329,-4.903505964,-4.081505869,-2.972984618,-1.353565944,2.607614518,"Microstomus pacificus",16
300,"mu[3]",-2.442757942,-4.90141013,-4.022416044,-2.92754512,-1.278930685,2.526863782,"Microstomus pacificus",16
300,"mu[4]",-2.201768663,-4.866784102,-3.818688584,-2.601225868,-1.070407183,3.033293811,"Microstomus pacificus",16
300,"mu[5]",-2.294163849,-4.879492855,-3.923746754,-2.702072755,-1.13398117,2.644324476,"Microstomus pacificus",16
300,"alpha",3.491457579,1.603045685,2.849040938,3.501977966,4.107159472,5.347810422,"Microstomus pacificus",17
300,"rho",2.640028202,1.664289604,2.326699658,2.639587688,2.966003101,3.629287779,"Microstomus pacificus",17
300,"sigma",2.537851439,2.345271747,2.467132599,2.534181771,2.603348297,2.758048845,"Microstomus pacificus",17
300,"mu[1]",-2.192898242,-4.849030658,-3.730441023,-2.609187248,-1.020655286,2.593741723,"Microstomus pacificus",17
300,"mu[2]",-2.177380284,-4.858024471,-3.883767431,-2.61326012,-0.945894264,2.993830351,"Microstomus pacificus",17
300,"mu[3]",-2.45457838,-4.869893002,-4.007656134,-2.910565033,-1.35342362,2.176557219,"Microstomus pacificus",17
300,"mu[4]",-1.994481413,-4.850196337,-3.680496308,-2.393776817,-0.743912277,3.405914329,"Microstomus pacificus",17
300,"mu[5]",-2.273563873,-4.856507727,-3.873433759,-2.736361776,-1.066841524,2.688973532,"Microstomus pacificus",17
300,"alpha",3.465791472,1.63629672,2.799177215,3.44348253,4.115403454,5.385032095,"Microstomus pacificus",18
300,"rho",2.383041681,1.495485562,2.052535138,2.356313756,2.685908841,3.391620468,"Microstomus pacificus",18
300,"sigma",2.57206919,2.37535833,2.500616714,2.568310653,2.6390715,2.783514853,"Microstomus pacificus",18
300,"mu[1]",-2.279224649,-4.851712269,-3.814400403,-2.631775081,-1.118659598,2.404995119,"Microstomus pacificus",18
300,"mu[2]",-2.375981388,-4.875520548,-3.957281754,-2.819106841,-1.254029543,2.626294999,"Microstomus pacificus",18
300,"mu[3]",-2.507322667,-4.900758266,-4.039925036,-2.952019746,-1.436590619,2.29845745,"Microstomus pacificus",18
300,"mu[4]",-1.729654932,-4.845600758,-3.487337369,-2.115809063,-0.36516399,3.505887737,"Microstomus pacificus",18
300,"mu[5]",-2.12989978,-4.868428175,-3.775792988,-2.50268947,-0.942680577,2.948325178,"Microstomus pacificus",18
300,"alpha",3.383460046,1.40938885,2.709287345,3.403995746,4.037535783,5.376743482,"Microstomus pacificus",19
300,"rho",2.548517745,1.486381067,2.185747646,2.545566571,2.917033913,3.631665312,"Microstomus pacificus",19
300,"sigma",2.567097161,2.370488781,2.493167588,2.564841313,2.633889626,2.793629027,"Microstomus pacificus",19
300,"mu[1]",-2.336967119,-4.895704655,-3.878439924,-2.770316664,-1.171362517,2.438957855,"Microstomus pacificus",19
300,"mu[2]",-2.306981482,-4.896685497,-3.903546169,-2.705030224,-1.150181467,2.560582805,"Microstomus pacificus",19
300,"mu[3]",-2.420604862,-4.921517501,-3.970570085,-2.856708698,-1.30153569,2.32688781,"Microstomus pacificus",19
300,"mu[4]",-1.930784915,-4.866774007,-3.663488652,-2.369320959,-0.702444984,3.566217764,"Microstomus pacificus",19
300,"mu[5]",-2.387785488,-4.887633216,-3.971454897,-2.825638867,-1.265623061,2.550032237,"Microstomus pacificus",19
300,"alpha",3.343356644,1.293534416,2.635980368,3.336260469,4.048686543,5.343327562,"Microstomus pacificus",2
300,"rho",2.453673863,1.202998136,2.132046026,2.464546259,2.831841228,3.506065266,"Microstomus pacificus",2
300,"sigma",2.702062374,2.490622727,2.624279535,2.699597999,2.77812401,2.93757191,"Microstomus pacificus",2
300,"mu[1]",-2.337484826,-4.866101187,-3.908275784,-2.777475278,-1.253694255,2.484817426,"Microstomus pacificus",2
300,"mu[2]",-2.466098209,-4.937352373,-4.066888037,-2.912362507,-1.269412646,2.368660384,"Microstomus pacificus",2
300,"mu[3]",-2.503964917,-4.893596064,-4.012567505,-2.933046582,-1.422468855,2.175144932,"Microstomus pacificus",2
300,"mu[4]",-1.943364148,-4.847926502,-3.651975425,-2.312466564,-0.720270647,3.27326972,"Microstomus pacificus",2
300,"mu[5]",-2.386444831,-4.911593812,-4.000155023,-2.851708707,-1.237071598,2.444626405,"Microstomus pacificus",2
300,"alpha",3.348388332,1.350650726,2.681163182,3.360775067,4.021912347,5.291647636,"Microstomus pacificus",20
300,"rho",2.45013063,1.193051432,2.151090461,2.471811752,2.804125552,3.478129923,"Microstomus pacificus",20
300,"sigma",2.746922663,2.53566971,2.671099319,2.741713562,2.820376464,2.981363184,"Microstomus pacificus",20
300,"mu[1]",-2.275050457,-4.891324829,-3.801367804,-2.719208089,-1.130243323,2.556334704,"Microstomus pacificus",20
300,"mu[2]",-2.267991072,-4.89956323,-3.910320935,-2.660585872,-1.057700514,2.557857131,"Microstomus pacificus",20
300,"mu[3]",-2.345823802,-4.886371914,-3.938604068,-2.762038783,-1.182308314,2.521019942,"Microstomus pacificus",20
300,"mu[4]",-2.1312155,-4.840744946,-3.777778658,-2.577802233,-0.892560439,2.8706997,"Microstomus pacificus",20
300,"mu[5]",-2.139001563,-4.804496276,-3.747764196,-2.573667867,-0.99329673,3.122102693,"Microstomus pacificus",20
300,"alpha",3.394492474,1.517717993,2.706411038,3.39406742,4.086414457,5.335198483,"Microstomus pacificus",3
300,"rho",2.357298903,1.196715473,2.025956089,2.36904851,2.739612199,3.375922589,"Microstomus pacificus",3
300,"sigma",2.540941719,2.347339687,2.468201615,2.537314261,2.609545036,2.756610214,"Microstomus pacificus",3
300,"mu[1]",-2.43616593,-4.893372917,-3.979159592,-2.8592708,-1.251874838,2.340454505,"Microstomus pacificus",3
300,"mu[2]",-2.272864942,-4.911548559,-3.97117223,-2.703266092,-1.018452556,2.620456116,"Microstomus pacificus",3
300,"mu[3]",-2.618053119,-4.901409822,-4.098047656,-3.058079408,-1.616056278,2.1629801,"Microstomus pacificus",3
300,"mu[4]",-2.070375915,-4.883348651,-3.733136198,-2.497211811,-0.905404133,3.236796628,"Microstomus pacificus",3
300,"mu[5]",-2.42512168,-4.928849715,-4.021898798,-2.878529706,-1.326898562,2.628983445,"Microstomus pacificus",3
300,"alpha",3.422941422,1.585295294,2.745743464,3.421789968,4.074687238,5.230454998,"Microstomus pacificus",4
300,"rho",2.658235165,1.67300897,2.332683671,2.653898729,2.980190801,3.633467722,"Microstomus pacificus",4
300,"sigma",2.661376279,2.450598012,2.586462181,2.660235743,2.733284019,2.886156859,"Microstomus pacificus",4
300,"mu[1]",-2.099020486,-4.837492588,-3.710878421,-2.462480195,-0.910241984,2.584893319,"Microstomus pacificus",4
300,"mu[2]",-2.284422223,-4.900440412,-3.930449505,-2.741084429,-1.140598531,2.888593299,"Microstomus pacificus",4
300,"mu[3]",-2.367818995,-4.875265132,-3.997400416,-2.833140152,-1.176826672,2.503224727,"Microstomus pacificus",4
300,"mu[4]",-2.155562665,-4.84795477,-3.763801823,-2.615471953,-0.901440056,2.683020285,"Microstomus pacificus",4
300,"mu[5]",-2.535975443,-4.920663172,-4.060137634,-2.980771104,-1.494153167,2.477993668,"Microstomus pacificus",4
300,"alpha",3.467652581,1.555685169,2.798068678,3.466470274,4.134580896,5.374063685,"Microstomus pacificus",5
300,"rho",2.699145683,1.696860312,2.380400367,2.693985306,3.029853323,3.738520822,"Microstomus pacificus",5
300,"sigma",2.486126706,2.294643147,2.414697394,2.4831428,2.554042292,2.700721706,"Microstomus pacificus",5
300,"mu[1]",-2.196456031,-4.851704416,-3.815769357,-2.534411806,-1.005878043,2.588763463,"Microstomus pacificus",5
300,"mu[2]",-2.286774196,-4.922549627,-3.954605658,-2.703348826,-1.160370171,2.760765482,"Microstomus pacificus",5
300,"mu[3]",-2.266092661,-4.878971281,-3.865486028,-2.725862295,-1.091436244,2.713793748,"Microstomus pacificus",5
300,"mu[4]",-2.243593859,-4.870285466,-3.81696376,-2.64011429,-1.05316763,2.465534633,"Microstomus pacificus",5
300,"mu[5]",-2.25042185,-4.884531363,-3.889849213,-2.660507018,-1.068533077,2.79565895,"Microstomus pacificus",5
300,"alpha",3.505519302,1.620180014,2.816148828,3.468172193,4.160703042,5.473053536,"Microstomus pacificus",6
300,"rho",2.79540828,1.760571223,2.467832048,2.795754636,3.127156827,3.781476316,"Microstomus pacificus",6
300,"sigma",2.530416828,2.336380951,2.458496678,2.524592641,2.598450121,2.758647866,"Microstomus pacificus",6
300,"mu[1]",-2.254092983,-4.881736086,-3.875295424,-2.706306525,-1.120732383,2.751617386,"Microstomus pacificus",6
300,"mu[2]",-2.286701368,-4.910151339,-3.959125298,-2.748373167,-1.090936207,2.638422656,"Microstomus pacificus",6
300,"mu[3]",-2.314844988,-4.91515951,-3.981754254,-2.787236992,-1.120668843,2.952360301,"Microstomus pacificus",6
300,"mu[4]",-2.415624942,-4.912603154,-4.020869784,-2.865650049,-1.32147423,2.524807887,"Microstomus pacificus",6
300,"mu[5]",-2.191688881,-4.88713433,-3.819733782,-2.645292315,-1.028817631,2.939360888,"Microstomus pacificus",6
300,"alpha",3.335581235,1.205168619,2.627286639,3.348810228,4.07742174,5.370728477,"Microstomus pacificus",7
300,"rho",2.266366449,0.732454773,1.974929319,2.306357586,2.6337936,3.32912332,"Microstomus pacificus",7
300,"sigma",2.700339346,2.481580004,2.62319886,2.699798618,2.776064138,2.927180859,"Microstomus pacificus",7
300,"mu[1]",-2.495481588,-4.892534958,-3.972553148,-2.936738001,-1.450784938,2.444248288,"Microstomus pacificus",7
300,"mu[2]",-2.259380149,-4.911723251,-3.937090516,-2.640449771,-0.999895714,2.696459489,"Microstomus pacificus",7
300,"mu[3]",-2.429613568,-4.876032383,-4.05468332,-2.885088041,-1.332479855,2.565211933,"Microstomus pacificus",7
300,"mu[4]",-2.027215936,-4.845006545,-3.775303614,-2.405444534,-0.794598612,3.174453625,"Microstomus pacificus",7
300,"mu[5]",-2.307919406,-4.874594258,-3.914473894,-2.774762306,-1.116646692,2.589470653,"Microstomus pacificus",7
300,"alpha",3.571749233,1.697728787,2.919169827,3.547734511,4.212222652,5.558876879,"Microstomus pacificus",8
300,"rho",2.747527093,1.756092714,2.419994345,2.739451956,3.074678653,3.749765925,"Microstomus pacificus",8
300,"sigma",2.433662156,2.246100186,2.365014526,2.428030009,2.498355558,2.64777705,"Microstomus pacificus",8
300,"mu[1]",-2.197521268,-4.873184898,-3.874714476,-2.585550756,-0.922929498,2.66119765,"Microstomus pacificus",8
300,"mu[2]",-2.32244038,-4.883490404,-3.934929459,-2.745301262,-1.175175119,2.634193659,"Microstomus pacificus",8
300,"mu[3]",-2.346110056,-4.89404705,-3.967874754,-2.786434828,-1.152563345,2.745125804,"Microstomus pacificus",8
300,"mu[4]",-2.142393909,-4.8388229,-3.753738919,-2.538443263,-0.959273804,2.990128551,"Microstomus pacificus",8
300,"mu[5]",-2.205384816,-4.8315265,-3.78495684,-2.645277679,-1.01335046,2.796652452,"Microstomus pacificus",8
300,"alpha",3.393186957,1.442070494,2.701663841,3.402109581,4.074386217,5.340468256,"Microstomus pacificus",9
300,"rho",2.452793575,1.318946806,2.123433388,2.459841028,2.817992504,3.534193925,"Microstomus pacificus",9
300,"sigma",2.730395239,2.515897938,2.648581392,2.725443004,2.805316335,2.97026646,"Microstomus pacificus",9
300,"mu[1]",-2.370041585,-4.89449809,-3.950627036,-2.837281215,-1.320552488,2.749972583,"Microstomus pacificus",9
300,"mu[2]",-2.215010113,-4.887940847,-3.859044293,-2.606956593,-1.016695451,2.762189542,"Microstomus pacificus",9
300,"mu[3]",-2.335418656,-4.903873207,-3.954591197,-2.739486101,-1.213117765,2.576518257,"Microstomus pacificus",9
300,"mu[4]",-2.114183882,-4.823321559,-3.73626131,-2.502261645,-0.856784207,2.75188281,"Microstomus pacificus",9
300,"mu[5]",-2.315386644,-4.896179141,-3.920572886,-2.723719526,-1.155547856,2.46645023,"Microstomus pacificus",9
300,"alpha",3.355665765,2.389705791,2.95975051,3.302424574,3.686595129,4.70205946,"Sardinops sagax",1
300,"rho",0.11276672,-0.940449184,-0.488337716,-0.07703421,0.764548564,1.428968253,"Sardinops sagax",1
300,"sigma",4.038148662,3.509505599,3.858166786,4.053465845,4.223469416,4.526452144,"Sardinops sagax",1
300,"mu[1]",1.528446796,-2.639245775,0.497278979,1.726459688,2.71854281,4.622911071,"Sardinops sagax",1
300,"mu[2]",-2.034593937,-4.635843299,-2.984985374,-2.090825753,-1.21403722,1.114010784,"Sardinops sagax",1
300,"mu[3]",-2.72472345,-4.817153279,-3.726326343,-2.896158459,-1.939369257,0.496112122,"Sardinops sagax",1
300,"mu[4]",-3.428353718,-4.921367384,-4.332889711,-3.69162546,-2.83803208,-0.256520998,"Sardinops sagax",1
300,"mu[5]",-3.686052503,-4.959498962,-4.530908396,-3.980963371,-3.201107359,-0.660144106,"Sardinops sagax",1
300,"alpha",3.419183227,2.371732606,3.040209965,3.415337576,3.775143257,4.58086165,"Sardinops sagax",10
300,"rho",-0.153794984,-1.364979354,-0.912968273,-0.457880502,0.763106474,1.30372779,"Sardinops sagax",10
300,"sigma",3.81458801,3.090425943,3.531133764,3.853816358,4.116126425,4.39470999,"Sardinops sagax",10
300,"mu[1]",0.809551812,-2.757013214,-0.013968366,0.903674572,1.76231275,3.657146204,"Sardinops sagax",10
300,"mu[2]",-1.946227297,-4.463118657,-2.85016725,-2.021270585,-1.178472278,1.142723935,"Sardinops sagax",10
300,"mu[3]",-3.038833116,-4.871739187,-3.982961931,-3.225428544,-2.358815149,0.144274144,"Sardinops sagax",10
300,"mu[4]",-3.671175703,-4.941568947,-4.455734412,-3.928391843,-3.187150102,-0.978912842,"Sardinops sagax",10
300,"mu[5]",-3.64444034,-4.954831348,-4.468524444,-3.901149822,-3.101541754,-0.796754948,"Sardinops sagax",10
300,"alpha",3.381106951,2.275809612,2.913111375,3.317583969,3.792191671,4.807423197,"Sardinops sagax",11
300,"rho",0.73000663,-0.371932464,0.548255611,0.797916956,1.002515749,1.302441265,"Sardinops sagax",11
300,"sigma",4.093914812,3.755584848,3.98077811,4.09026191,4.205832031,4.439702239,"Sardinops sagax",11
300,"mu[1]",0.803890541,-3.446558468,-0.450110365,0.907270881,2.104626645,4.58878464,"Sardinops sagax",11
300,"mu[2]",-2.12860619,-4.822484787,-3.368891706,-2.294760853,-1.091832632,1.659517749,"Sardinops sagax",11
300,"mu[3]",-2.679639104,-4.845850005,-3.834341057,-2.919117385,-1.792213134,0.959957136,"Sardinops sagax",11
300,"mu[4]",-3.191472341,-4.923927253,-4.323164438,-3.510003718,-2.412481313,0.329830585,"Sardinops sagax",11
300,"mu[5]",-3.37622926,-4.927837048,-4.380695323,-3.70878926,-2.653728462,-0.088658397,"Sardinops sagax",11
300,"alpha",3.292135281,2.280035327,2.913971871,3.262216485,3.625611179,4.5205327,"Sardinops sagax",12
300,"rho",0.039724264,-1.123316976,-0.612558388,-0.013953607,0.71224367,1.290828777,"Sardinops sagax",12
300,"sigma",3.883022877,3.270064914,3.692700089,3.921595341,4.097539107,4.370181286,"Sardinops sagax",12
300,"mu[1]",0.820602186,-2.634647538,-0.062210611,0.905262682,1.796350137,3.790452501,"Sardinops sagax",12
300,"mu[2]",-2.149998639,-4.470551904,-3.067306141,-2.255153356,-1.39364983,1.013280123,"Sardinops sagax",12
300,"mu[3]",-2.903942873,-4.833226833,-3.872394208,-3.095273189,-2.147372905,0.324646166,"Sardinops sagax",12
300,"mu[4]",-3.554119697,-4.936174147,-4.430295557,-3.82163103,-2.976043147,-0.583736782,"Sardinops sagax",12
300,"mu[5]",-3.736035009,-4.959513724,-4.548785124,-4.006600525,-3.254366187,-0.802214802,"Sardinops sagax",12
300,"alpha",3.649036613,2.487250732,3.152209225,3.601628187,4.070539089,5.104108514,"Sardinops sagax",13
300,"rho",0.775853756,-1.050065123,0.650349189,0.92687673,1.122947927,1.410312467,"Sardinops sagax",13
300,"sigma",3.989843297,3.215334623,3.895025439,4.029766,4.146265593,4.374956697,"Sardinops sagax",13
300,"mu[1]",0.831375245,-3.491667924,-0.464037604,0.901166221,2.20827318,4.699219706,"Sardinops sagax",13
300,"mu[2]",-1.509100877,-4.485166534,-2.821465396,-1.622598254,-0.424696369,2.406825264,"Sardinops sagax",13
300,"mu[3]",-2.691080349,-4.890492308,-3.91793063,-2.940576429,-1.789504215,1.206812595,"Sardinops sagax",13
300,"mu[4]",-3.110806022,-4.950217771,-4.25076744,-3.43961036,-2.321130356,0.604092667,"Sardinops sagax",13
300,"mu[5]",-3.259185813,-4.943969717,-4.377894775,-3.597359385,-2.52188406,0.356071196,"Sardinops sagax",13
300,"alpha",3.513959364,2.345668408,3.072972765,3.505218732,3.913283844,4.787107784,"Sardinops sagax",14
300,"rho",0.116916032,-1.857849321,-0.736332148,0.277303196,1.007208648,1.390421021,"Sardinops sagax",14
300,"sigma",3.813741416,2.527048569,3.597524478,3.927217031,4.113551945,4.376784321,"Sardinops sagax",14
300,"mu[1]",1.022106645,-3.101883778,0.078630817,1.219257782,2.108799362,4.228329677,"Sardinops sagax",14
300,"mu[2]",-1.947853953,-4.705765856,-2.967788027,-2.039211293,-1.104371693,1.512660837,"Sardinops sagax",14
300,"mu[3]",-2.804874688,-4.851416393,-3.832601605,-3.005162475,-2.046677609,0.442270162,"Sardinops sagax",14
300,"mu[4]",-3.5493089,-4.931128723,-4.480772701,-3.908385546,-2.999868749,-0.19712332,"Sardinops sagax",14
300,"mu[5]",-3.629845453,-4.938574145,-4.46841802,-3.952439658,-3.101208436,-0.524297607,"Sardinops sagax",14
300,"alpha",3.355105235,2.459835724,2.996247765,3.319163499,3.651460429,4.567617067,"Sardinops sagax",15
300,"rho",-0.00856849,-0.867921249,-0.44257517,-0.187149288,0.329327011,1.32326429,"Sardinops sagax",15
300,"sigma",3.832057169,3.37613511,3.660584495,3.823136797,4.000499383,4.310330707,"Sardinops sagax",15
300,"mu[1]",1.107999866,-2.574268757,0.220815867,1.242530937,2.136818567,3.980578573,"Sardinops sagax",15
300,"mu[2]",-1.915475742,-4.504643397,-2.803679583,-1.979738819,-1.108600741,0.908454077,"Sardinops sagax",15
300,"mu[3]",-2.927689728,-4.859167489,-3.910675737,-3.069960145,-2.193571526,0.029331759,"Sardinops sagax",15
300,"mu[4]",-3.640147095,-4.943840774,-4.433975895,-3.911535705,-3.135940206,-0.714879319,"Sardinops sagax",15
300,"mu[5]",-3.87145572,-4.96046284,-4.618127853,-4.153404894,-3.438524358,-1.082581358,"Sardinops sagax",15
300,"alpha",3.320914418,2.341569532,2.912203039,3.255566451,3.644185386,4.691675354,"Sardinops sagax",16
300,"rho",0.272735483,-0.698880722,-0.252877358,0.221548168,0.814309541,1.32582922,"Sardinops sagax",16
300,"sigma",3.88181505,3.450481003,3.729950301,3.888657172,4.03464389,4.299340192,"Sardinops sagax",16
300,"mu[1]",1.090045455,-3.001865521,0.037025979,1.190823206,2.270352608,4.256195603,"Sardinops sagax",16
300,"mu[2]",-1.818941818,-4.622307108,-2.872233824,-1.900307436,-0.890064802,1.587021089,"Sardinops sagax",16
300,"mu[3]",-2.913395359,-4.886917206,-3.951474312,-3.121303998,-2.131308241,0.424491258,"Sardinops sagax",16
300,"mu[4]",-3.471352276,-4.933763085,-4.399259836,-3.778436115,-2.88811517,-0.100426742,"Sardinops sagax",16
300,"mu[5]",-3.614926612,-4.934435043,-4.49694181,-3.921708591,-3.06027346,-0.545136358,"Sardinops sagax",16
300,"alpha",3.829962018,2.468742191,3.082229312,3.713487084,4.663271056,5.310898362,"Sardinops sagax",17
300,"rho",0.036402956,-2.587469039,-0.787517536,0.751707232,1.009515425,1.332113228,"Sardinops sagax",17
300,"sigma",3.376769019,0.874968739,3.612151874,3.991954451,4.132770543,4.378370167,"Sardinops sagax",17
300,"mu[1]",0.854049914,-2.866803396,-0.187556714,1.058173835,1.959004808,4.077788629,"Sardinops sagax",17
300,"mu[2]",-1.934656996,-4.605648499,-2.849424847,-2.082784072,-1.130674966,1.466481203,"Sardinops sagax",17
300,"mu[3]",-2.537704899,-4.706512166,-3.641073578,-2.831684331,-1.715513862,1.02296408,"Sardinops sagax",17
300,"mu[4]",-3.347488248,-4.927856777,-4.387142268,-3.732401472,-2.695769375,0.447363487,"Sardinops sagax",17
300,"mu[5]",-3.647342575,-4.961959547,-4.602869784,-4.0289087,-3.081081758,-0.287790076,"Sardinops sagax",17
300,"alpha",3.550751409,2.46504265,3.077467318,3.482462341,3.962778643,5.009280175,"Sardinops sagax",18
300,"rho",0.683451187,-0.400199161,0.38491432,0.790873031,1.047390351,1.34793655,"Sardinops sagax",18
300,"sigma",4.084190185,3.70564393,3.961567445,4.089516389,4.205354239,4.445189967,"Sardinops sagax",18
300,"mu[1]",0.536419168,-3.66563786,-0.730173724,0.621967972,1.842542143,4.403964394,"Sardinops sagax",18
300,"mu[2]",-1.886657766,-4.65389505,-3.09787166,-1.999435721,-0.854729987,1.76956808,"Sardinops sagax",18
300,"mu[3]",-2.436223211,-4.840559478,-3.667169252,-2.657821717,-1.47706907,1.391196779,"Sardinops sagax",18
300,"mu[4]",-3.03740084,-4.938958659,-4.197048461,-3.337392655,-2.228758945,0.803186016,"Sardinops sagax",18
300,"mu[5]",-3.407661097,-4.936071925,-4.425167934,-3.738286112,-2.730003212,-0.007238035,"Sardinops sagax",18
300,"alpha",3.524553631,2.540327635,3.11308932,3.44754508,3.858336707,4.948986818,"Sardinops sagax",19
300,"rho",0.376190777,-0.815855131,-0.331310554,0.557938998,1.01011828,1.385693865,"Sardinops sagax",19
300,"sigma",4.048263856,3.529497407,3.88311042,4.068217056,4.222845199,4.476849248,"Sardinops sagax",19
300,"mu[1]",1.186644922,-2.961138306,0.004143607,1.30327568,2.463532118,4.757736351,"Sardinops sagax",19
300,"mu[2]",-1.603467035,-4.495774232,-2.716646918,-1.704998336,-0.62149612,2.035085708,"Sardinops sagax",19
300,"mu[3]",-2.436397839,-4.816560814,-3.652704612,-2.621663159,-1.528046366,1.190187796,"Sardinops sagax",19
300,"mu[4]",-3.233903396,-4.930793582,-4.291204827,-3.520996423,-2.581304386,0.561867584,"Sardinops sagax",19
300,"mu[5]",-3.358412903,-4.91742912,-4.362857844,-3.656377215,-2.68848736,-0.137114363,"Sardinops sagax",19
300,"alpha",3.687031355,2.515521596,3.185131051,3.623182866,4.140133793,5.156953052,"Sardinops sagax",2
300,"rho",0.942267888,0.355407422,0.789533524,0.970468984,1.122858133,1.36806593,"Sardinops sagax",2
300,"sigma",3.999145282,3.695850413,3.884716984,3.992744716,4.108294933,4.336749275,"Sardinops sagax",2
