"N","param","mean","2.5%","25%","50%","75%","97.5%","species","it"
220,"mu[3]",-2.317220394,-4.886777669,-3.949908836,-2.798705587,-1.135457475,2.656235798,"Sebastes entomelas",17
220,"mu[4]",-2.74369003,-4.952317859,-4.261865555,-3.22188687,-1.689803826,2.098055578,"Sebastes entomelas",17
220,"mu[5]",-2.819727049,-4.933030149,-4.276255971,-3.255688246,-1.83526479,1.81012272,"Sebastes entomelas",17
220,"alpha",3.636362064,1.939062958,2.991572296,3.596884633,4.261764734,5.501386007,"Sebastes entomelas",18
220,"rho",2.217343664,1.27559654,1.848114344,2.202142575,2.578696058,3.214669018,"Sebastes entomelas",18
220,"sigma",2.934541186,2.673895257,2.835151932,2.928983294,3.025633499,3.241255205,"Sebastes entomelas",18
220,"mu[1]",-2.299711846,-4.870886314,-3.906303468,-2.729936361,-1.080097307,2.727318848,"Sebastes entomelas",18
220,"mu[2]",-2.323340718,-4.851856377,-3.872590732,-2.768635824,-1.175138336,2.73527759,"Sebastes entomelas",18
220,"mu[3]",-2.3602436,-4.910270243,-3.967177124,-2.780026679,-1.17722846,2.547128853,"Sebastes entomelas",18
220,"mu[4]",-2.689721515,-4.893085549,-4.127222035,-3.142134487,-1.687781311,1.807981382,"Sebastes entomelas",18
220,"mu[5]",-2.767131513,-4.920440225,-4.209917414,-3.226389549,-1.802122525,1.695081904,"Sebastes entomelas",18
220,"alpha",3.404779204,1.568861636,2.683950421,3.434510789,4.109448287,5.358375755,"Sebastes entomelas",19
220,"rho",2.077271583,-0.388188676,1.863119902,2.282430151,2.64276079,3.248833528,"Sebastes entomelas",19
220,"sigma",2.461260794,2.17755283,2.375672269,2.464241632,2.551794739,2.724554746,"Sebastes entomelas",19
220,"mu[1]",-2.353929918,-4.877029831,-3.958828481,-2.785653623,-1.272974534,2.697330439,"Sebastes entomelas",19
220,"mu[2]",-2.68858432,-4.930391668,-4.112922074,-3.207489329,-1.645820651,1.952466628,"Sebastes entomelas",19
220,"mu[3]",-2.626657432,-4.935730387,-4.207478904,-3.115219319,-1.50807266,2.290735509,"Sebastes entomelas",19
220,"mu[4]",-2.821758319,-4.959672156,-4.379220929,-3.328514286,-1.801700976,2.075594138,"Sebastes entomelas",19
220,"mu[5]",-2.80224122,-4.951748334,-4.342042426,-3.341956471,-1.74420069,2.027455982,"Sebastes entomelas",19
220,"alpha",3.561373668,1.76302944,2.932934263,3.547366807,4.171836555,5.452181467,"Sebastes entomelas",2
220,"rho",2.571460448,1.451012848,2.16398651,2.596341812,2.991699965,3.675247398,"Sebastes entomelas",2
220,"sigma",2.81190479,2.559167604,2.721765623,2.807949314,2.895629201,3.080767322,"Sebastes entomelas",2
220,"mu[1]",-2.19863016,-4.855233343,-3.855898776,-2.658622224,-1.00878683,3.02836007,"Sebastes entomelas",2
220,"mu[2]",-2.343379245,-4.89396586,-3.893598521,-2.760617595,-1.174497489,2.386553436,"Sebastes entomelas",2
220,"mu[3]",-2.279002888,-4.861572539,-3.909366048,-2.741562043,-1.066574588,2.601841198,"Sebastes entomelas",2
220,"mu[4]",-2.638988178,-4.942301893,-4.184345465,-3.090327003,-1.552100927,2.232947732,"Sebastes entomelas",2
220,"mu[5]",-2.692026165,-4.93792358,-4.222332328,-3.198342376,-1.674017567,2.127445072,"Sebastes entomelas",2
220,"alpha",1.924662453,1.400422135,1.716184381,1.913315109,2.103733828,2.548126116,"Sebastes entomelas",20
220,"rho",-0.499805007,-1.071374993,-0.645383763,-0.48126237,-0.327229628,-0.04929634,"Sebastes entomelas",20
220,"sigma",2.318507205,2.065093962,2.222342498,2.312758927,2.408292651,2.603230956,"Sebastes entomelas",20
220,"mu[1]",-4.274028628,-4.96950283,-4.672080448,-4.374649109,-3.964456698,-3.023264222,"Sebastes entomelas",20
220,"mu[2]",-3.853603355,-4.888929973,-4.329892836,-3.911581438,-3.450286412,-2.432387759,"Sebastes entomelas",20
220,"mu[3]",-4.466200802,-4.981429218,-4.797681154,-4.576269212,-4.252318754,-3.315578485,"Sebastes entomelas",20
220,"mu[4]",-4.657652867,-4.989995391,-4.895781343,-4.748981301,-4.512581655,-3.815833696,"Sebastes entomelas",20
220,"mu[5]",-4.651931726,-4.990826229,-4.891157794,-4.752080762,-4.518381412,-3.769379172,"Sebastes entomelas",20
220,"alpha",3.520756218,1.706750988,2.810848917,3.542653743,4.216228067,5.401188594,"Sebastes entomelas",3
220,"rho",2.17118272,-0.401430241,1.86764515,2.270926414,2.660533009,3.275080943,"Sebastes entomelas",3
220,"sigma",2.926478763,2.635496988,2.830582105,2.926752319,3.021371658,3.214523094,"Sebastes entomelas",3
220,"mu[1]",-2.337267995,-4.876144389,-3.951798504,-2.757495276,-1.169162518,2.537115705,"Sebastes entomelas",3
220,"mu[2]",-2.336149596,-4.854652797,-3.872105443,-2.730656551,-1.25516441,2.570514035,"Sebastes entomelas",3
220,"mu[3]",-2.599253402,-4.928794414,-4.126371736,-3.03293432,-1.567683474,2.225671855,"Sebastes entomelas",3
220,"mu[4]",-2.69272272,-4.925958819,-4.223334211,-3.190097682,-1.60053723,1.901961609,"Sebastes entomelas",3
220,"mu[5]",-2.801795205,-4.931393539,-4.265331152,-3.267983405,-1.784501029,1.920284667,"Sebastes entomelas",3
220,"alpha",3.699506089,1.891634938,3.036746966,3.680960778,4.336265302,5.628420542,"Sebastes entomelas",4
220,"rho",2.344583673,1.39179247,2.087547059,2.374758432,2.655914334,3.217925655,"Sebastes entomelas",4
220,"sigma",2.849754892,2.584103936,2.758039307,2.848609169,2.941021035,3.119042811,"Sebastes entomelas",4
220,"mu[1]",-2.106567919,-4.894518767,-3.759786069,-2.508885975,-0.9409296,3.095886899,"Sebastes entomelas",4
220,"mu[2]",-2.123435769,-4.9020848,-3.819731882,-2.509314791,-0.888187346,2.877195964,"Sebastes entomelas",4
220,"mu[3]",-2.339438273,-4.886494754,-3.963977819,-2.779856002,-1.167973783,2.668161008,"Sebastes entomelas",4
220,"mu[4]",-2.525466475,-4.915977625,-4.055170625,-2.965898996,-1.462617032,2.189880539,"Sebastes entomelas",4
220,"mu[5]",-2.63382911,-4.91395284,-4.173264417,-3.100938596,-1.598282314,2.147797998,"Sebastes entomelas",4
220,"alpha",3.441374325,1.573822251,2.751457171,3.431035826,4.094935492,5.357262876,"Sebastes entomelas",5
220,"rho",2.19639076,0.85073627,1.834219396,2.21713134,2.631616071,3.3493097,"Sebastes entomelas",5
220,"sigma",3.043934637,2.75169802,2.945639884,3.041487341,3.138188398,3.343165156,"Sebastes entomelas",5
220,"mu[1]",-2.243687358,-4.837135427,-3.862332613,-2.688614099,-1.15922899,2.706324339,"Sebastes entomelas",5
220,"mu[2]",-2.436419995,-4.865737118,-3.906130591,-2.822680313,-1.352041788,2.159571635,"Sebastes entomelas",5
220,"mu[3]",-2.548299753,-4.908305538,-4.090179276,-3.084536558,-1.513990171,2.319604075,"Sebastes entomelas",5
220,"mu[4]",-2.73191096,-4.914940085,-4.168420314,-3.216921721,-1.762181161,1.980151928,"Sebastes entomelas",5
220,"mu[5]",-2.913099235,-4.934913751,-4.310626619,-3.421395141,-1.971802976,1.840549442,"Sebastes entomelas",5
220,"alpha",3.676899036,1.980136507,3.019401262,3.663562588,4.291087308,5.486600476,"Sebastes entomelas",6
220,"rho",2.722825009,1.746369369,2.395530802,2.731098439,3.051619089,3.660865721,"Sebastes entomelas",6
220,"sigma",2.858435038,2.595013392,2.764940638,2.855803074,2.949638053,3.134603096,"Sebastes entomelas",6
220,"mu[1]",-2.047380061,-4.851191164,-3.732633513,-2.452525461,-0.814657891,3.028681599,"Sebastes entomelas",6
220,"mu[2]",-1.96777149,-4.864101501,-3.619748429,-2.346829082,-0.674647305,2.952073743,"Sebastes entomelas",6
220,"mu[3]",-2.343848075,-4.89201697,-3.920350895,-2.738194475,-1.251371767,2.746170344,"Sebastes entomelas",6
220,"mu[4]",-2.49810082,-4.921345691,-4.073665175,-2.94806868,-1.41987458,2.37054716,"Sebastes entomelas",6
220,"mu[5]",-2.474813494,-4.892937096,-4.022734191,-2.94934638,-1.340841816,2.443442945,"Sebastes entomelas",6
220,"alpha",3.472300399,1.521763396,2.784349937,3.486019388,4.163148591,5.444118473,"Sebastes entomelas",7
220,"rho",2.49400703,-0.263623049,2.074626543,2.601275327,3.040831206,3.784423093,"Sebastes entomelas",7
220,"sigma",2.68415445,2.425593064,2.594085423,2.680585361,2.77234657,2.960536427,"Sebastes entomelas",7
220,"mu[1]",-2.356879211,-4.906075224,-3.948169304,-2.772493354,-1.170451129,2.479775202,"Sebastes entomelas",7
220,"mu[2]",-2.523733304,-4.892755585,-4.034860204,-2.976914441,-1.473128336,2.351331197,"Sebastes entomelas",7
220,"mu[3]",-2.498626192,-4.935780696,-4.092150922,-2.937573941,-1.36112489,2.632170347,"Sebastes entomelas",7
220,"mu[4]",-2.716432488,-4.940332889,-4.243795255,-3.230866836,-1.668585963,2.221115068,"Sebastes entomelas",7
220,"mu[5]",-2.627728124,-4.924347257,-4.145904199,-3.118865387,-1.649976754,2.417465495,"Sebastes entomelas",7
220,"alpha",3.459211377,1.705331221,2.769922143,3.44250161,4.100695046,5.419010464,"Sebastes entomelas",8
220,"rho",2.066641838,0.35009485,1.685198144,2.118572535,2.529934703,3.154780549,"Sebastes entomelas",8
220,"sigma",2.923008053,2.657642677,2.827052357,2.915441888,3.011971293,3.211306969,"Sebastes entomelas",8
220,"mu[1]",-2.449043454,-4.856515616,-3.937373099,-2.900827276,-1.397843449,2.267277516,"Sebastes entomelas",8
220,"mu[2]",-2.474409941,-4.854349984,-3.945548088,-2.895337431,-1.396036795,2.288009731,"Sebastes entomelas",8
220,"mu[3]",-2.670304311,-4.92693289,-4.170624864,-3.134883653,-1.649045088,2.312955158,"Sebastes entomelas",8
220,"mu[4]",-2.853466784,-4.928260969,-4.289620689,-3.371008309,-1.916446899,1.767404807,"Sebastes entomelas",8
220,"mu[5]",-2.94594682,-4.926067934,-4.335521329,-3.422213142,-2.114285258,1.794136466,"Sebastes entomelas",8
220,"alpha",3.256180104,1.419378248,2.399726557,3.248703234,4.033694863,5.418737668,"Sebastes entomelas",9
220,"rho",1.887043776,-0.542497724,1.577398374,2.074396554,2.565120758,3.350244434,"Sebastes entomelas",9
220,"sigma",2.873885656,2.553212288,2.777006195,2.876795004,2.976479683,3.172591853,"Sebastes entomelas",9
220,"mu[1]",-2.57538463,-4.898971518,-4.130081967,-3.081694362,-1.534663783,2.479338953,"Sebastes entomelas",9
220,"mu[2]",-2.768318403,-4.89964521,-4.154373201,-3.242855827,-1.832657451,1.849621066,"Sebastes entomelas",9
220,"mu[3]",-2.765338513,-4.940731728,-4.306407884,-3.290879629,-1.756876815,2.017343687,"Sebastes entomelas",9
220,"mu[4]",-2.942374634,-4.957390454,-4.419495356,-3.474275542,-1.998305235,1.780984656,"Sebastes entomelas",9
220,"mu[5]",-3.015697547,-4.961018848,-4.470197375,-3.60822471,-2.062166544,1.846493772,"Sebastes entomelas",9
220,"alpha",4.115140312,2.619850481,3.828223747,4.214719017,4.52339499,5.024760755,"Stenobrachius leucopsarus",1
220,"rho",-2.305632956,-2.927171409,-2.668393647,-2.493302944,-2.251814407,-0.363789599,"Stenobrachius leucopsarus",1
220,"sigma",3.066911505,2.053026227,2.598200367,2.955997276,3.423361519,4.547699176,"Stenobrachius leucopsarus",1
220,"mu[1]",-2.539529686,-4.176441184,-3.091369772,-2.53799355,-1.987050667,-0.891531299,"Stenobrachius leucopsarus",1
220,"mu[2]",-2.016293099,-3.501021914,-2.518924905,-2.007500753,-1.492194462,-0.562485796,"Stenobrachius leucopsarus",1
220,"mu[3]",-0.981470476,-2.962635687,-1.640392589,-0.973392101,-0.300339432,0.957427493,"Stenobrachius leucopsarus",1
220,"mu[4]",0.232382511,-1.650318179,-0.313232068,0.232051281,0.818022615,1.937818009,"Stenobrachius leucopsarus",1
220,"mu[5]",-1.112100127,-2.898246151,-1.71824364,-1.109802791,-0.500777314,0.6545276,"Stenobrachius leucopsarus",1
220,"alpha",2.9329064,1.526716195,2.347267162,2.868372373,3.486035778,4.525103628,"Stenobrachius leucopsarus",10
220,"rho",-0.489955625,-2.934322349,-1.761573117,-0.479482439,0.894615882,1.843568346,"Stenobrachius leucopsarus",10
220,"sigma",4.361680276,2.88717058,4.147132378,4.519886813,4.739680946,5.095548437,"Stenobrachius leucopsarus",10
220,"mu[1]",-2.051412274,-4.391607748,-3.01984744,-2.298365795,-1.43980517,1.981467691,"Stenobrachius leucopsarus",10
220,"mu[2]",-2.118726453,-4.252797034,-3.053269659,-2.362179102,-1.49600217,1.418786735,"Stenobrachius leucopsarus",10
220,"mu[3]",0.070872192,-2.652238982,-0.789511634,0.008871528,0.799072053,3.271759502,"Stenobrachius leucopsarus",10
220,"mu[4]",0.539567966,-2.545268932,-0.25344588,0.516677104,1.352836108,3.619067304,"Stenobrachius leucopsarus",10
220,"mu[5]",-0.860336125,-3.990535571,-1.787494733,-0.867796902,0.063755241,2.307015639,"Stenobrachius leucopsarus",10
220,"alpha",3.415132451,2.126516881,2.940237039,3.372375423,3.856849922,4.933653243,"Stenobrachius leucopsarus",11
220,"rho",0.646828732,-0.321220603,0.390454407,0.689161621,0.942607533,1.390114161,"Stenobrachius leucopsarus",11
220,"sigma",4.583545321,4.177923119,4.436204358,4.572173278,4.730601255,5.03014299,"Stenobrachius leucopsarus",11
220,"mu[1]",-0.606569908,-4.1811336,-2.003622533,-0.743633,0.652487525,3.710448629,"Stenobrachius leucopsarus",11
220,"mu[2]",-0.730467223,-4.168313086,-1.998381267,-0.792791991,0.44902797,3.192024516,"Stenobrachius leucopsarus",11
220,"mu[3]",-0.879962621,-4.412325721,-2.172641853,-0.959456745,0.318097145,3.149159352,"Stenobrachius leucopsarus",11
220,"mu[4]",-0.178716988,-3.687392878,-1.389321673,-0.214497251,0.987715022,3.611525318,"Stenobrachius leucopsarus",11
220,"mu[5]",-1.176016833,-4.435337553,-2.474032822,-1.257387529,0.014597527,2.661020783,"Stenobrachius leucopsarus",11
220,"alpha",3.02948312,1.442161057,2.40375666,2.993013819,3.629841443,4.688053579,"Stenobrachius leucopsarus",12
220,"rho",-0.264591496,-2.956262149,-1.87630671,-0.038033904,1.347749449,2.279170826,"Stenobrachius leucopsarus",12
220,"sigma",4.451744631,2.941837188,4.198700584,4.633180365,4.859288973,5.216813394,"Stenobrachius leucopsarus",12
220,"mu[1]",-1.687932952,-4.221405535,-2.847551368,-2.094812311,-0.959948168,2.983022451,"Stenobrachius leucopsarus",12
220,"mu[2]",-1.698955038,-4.535362812,-2.544985626,-1.805256613,-1.026604941,1.849459247,"Stenobrachius leucopsarus",12
220,"mu[3]",-0.558095557,-3.740669002,-1.54213134,-0.636657924,0.294019884,3.300235037,"Stenobrachius leucopsarus",12
220,"mu[4]",0.806269708,-2.457638827,-0.033134715,0.796802556,1.638464029,4.125870894,"Stenobrachius leucopsarus",12
220,"mu[5]",-0.044229547,-3.685058513,-0.985007213,0.059957678,0.917180141,3.055415955,"Stenobrachius leucopsarus",12
220,"alpha",4.434421815,3.214426134,4.181705937,4.487843062,4.76631036,5.25786929,"Stenobrachius leucopsarus",13
220,"rho",-2.185665674,-2.908453762,-2.539728919,-2.345569132,-2.125867375,1.123388469,"Stenobrachius leucopsarus",13
220,"sigma",2.813056388,1.895408299,2.384446369,2.712724555,3.10405451,4.614753417,"Stenobrachius leucopsarus",13
220,"mu[1]",-2.725621267,-4.289718882,-3.348206528,-2.801685035,-2.240614772,-0.921562361,"Stenobrachius leucopsarus",13
220,"mu[2]",-2.62369735,-4.198841351,-3.211321253,-2.638291437,-2.097886271,-0.915482025,"Stenobrachius leucopsarus",13
220,"mu[3]",-1.240374421,-3.506536993,-1.934212088,-1.222971039,-0.535225627,0.829750083,"Stenobrachius leucopsarus",13
220,"mu[4]",0.563108813,-4.671918648,0.08467845,0.723893824,1.3412123,2.469760601,"Stenobrachius leucopsarus",13
220,"mu[5]",-0.266434126,-2.318715102,-0.957486338,-0.255543162,0.413771211,1.826114231,"Stenobrachius leucopsarus",13
220,"alpha",3.790218527,2.294227645,3.377996846,3.887945894,4.271332787,4.879708359,"Stenobrachius leucopsarus",14
220,"rho",-2.22030455,-2.968560054,-2.728603664,-2.462503176,-2.014779035,-0.294956698,"Stenobrachius leucopsarus",14
220,"sigma",3.45944477,2.361311962,3.006825993,3.400427871,3.894429757,4.670847547,"Stenobrachius leucopsarus",14
220,"mu[1]",-3.093551,-4.598898781,-3.664396439,-3.137624621,-2.571404708,-1.379247361,"Stenobrachius leucopsarus",14
220,"mu[2]",-2.561895664,-4.078747222,-3.115152449,-2.580396347,-2.030451654,-0.929427911,"Stenobrachius leucopsarus",14
220,"mu[3]",-0.698892379,-2.543202046,-1.329080236,-0.719726064,-0.07792628,1.195541278,"Stenobrachius leucopsarus",14
220,"mu[4]",0.234171355,-1.430641705,-0.354399966,0.219779061,0.826108704,1.946310202,"Stenobrachius leucopsarus",14
220,"mu[5]",-0.562258304,-2.605296626,-1.197530764,-0.545101979,0.091489316,1.344800551,"Stenobrachius leucopsarus",14
220,"alpha",3.683838866,2.17103226,3.291683842,3.733442522,4.12431935,4.853345712,"Stenobrachius leucopsarus",15
220,"rho",-1.798063237,-2.96161678,-2.679646855,-2.314303026,-1.767364942,2.208605587,"Stenobrachius leucopsarus",15
220,"sigma",3.615763283,2.498967224,3.158829639,3.562386053,4.014480268,4.910298819,"Stenobrachius leucopsarus",15
220,"mu[1]",-2.67515309,-4.705919663,-3.660860574,-3.118740916,-2.445458334,3.35126984,"Stenobrachius leucopsarus",15
220,"mu[2]",-2.297325554,-3.84187676,-2.938758617,-2.42470249,-1.844536033,0.425534867,"Stenobrachius leucopsarus",15
220,"mu[3]",-0.422617843,-2.225122812,-1.080714857,-0.437083716,0.18642626,1.526563149,"Stenobrachius leucopsarus",15
220,"mu[4]",0.641340788,-1.887564288,0.011830068,0.718110306,1.32635472,2.537110316,"Stenobrachius leucopsarus",15
220,"mu[5]",-0.521224849,-2.558653409,-1.154953812,-0.498881805,0.143680958,1.32287443,"Stenobrachius leucopsarus",15
220,"alpha",3.280270797,2.293193845,2.932139898,3.277142277,3.616974109,4.284748702,"Stenobrachius leucopsarus",16
220,"rho",-0.683545218,-1.465221418,-0.999317427,-0.777939342,-0.482978737,0.658379836,"Stenobrachius leucopsarus",16
220,"sigma",3.99155485,3.40153896,3.786257777,3.978996399,4.201613287,4.609805048,"Stenobrachius leucopsarus",16
220,"mu[1]",-2.516921119,-4.51870143,-3.281958954,-2.598436399,-1.85551594,-0.100533219,"Stenobrachius leucopsarus",16
220,"mu[2]",-2.903471999,-4.628439688,-3.641850942,-2.954094452,-2.304109704,-0.71577983,"Stenobrachius leucopsarus",16
220,"mu[3]",-1.739275933,-4.217001323,-2.545123583,-1.7416014,-0.923726859,0.808666211,"Stenobrachius leucopsarus",16
220,"mu[4]",-0.214327116,-2.594956531,-0.984504599,-0.203134713,0.553292478,2.109788651,"Stenobrachius leucopsarus",16
220,"mu[5]",-1.701264026,-4.163312136,-2.581308539,-1.7202693,-0.803234398,0.943138178,"Stenobrachius leucopsarus",16
220,"alpha",2.690892819,1.408120305,2.180341097,2.621188084,3.14349727,4.293210068,"Stenobrachius leucopsarus",17
220,"rho",-0.223839324,-2.882683341,-1.204175109,-0.21828978,0.905170592,2.150922532,"Stenobrachius leucopsarus",17
220,"sigma",4.469892698,3.361363425,4.307806666,4.541758449,4.730740617,5.068010355,"Stenobrachius leucopsarus",17
220,"mu[1]",-3.068564286,-4.870598538,-4.039491776,-3.329425025,-2.487976931,0.621680856,"Stenobrachius leucopsarus",17
220,"mu[2]",-1.782705007,-4.005924386,-2.601221343,-1.934451023,-1.175688977,1.45263469,"Stenobrachius leucopsarus",17
220,"mu[3]",-0.507978375,-3.457310936,-1.415757486,-0.575702562,0.31756494,2.640218275,"Stenobrachius leucopsarus",17
220,"mu[4]",0.715501685,-2.023040579,-0.085064792,0.68295741,1.52346209,3.627677626,"Stenobrachius leucopsarus",17
220,"mu[5]",-0.655519046,-4.056248817,-1.479275363,-0.530033434,0.288374335,1.968839693,"Stenobrachius leucopsarus",17
220,"alpha",4.799085768,3.748452871,4.476192512,4.869150237,5.165753307,5.63181807,"Stenobrachius leucopsarus",18
220,"rho",-2.687478456,-2.99166765,-2.91957073,-2.809183823,-2.548481599,-1.874583093,"Stenobrachius leucopsarus",18
220,"sigma",1.678765395,0.112967701,0.674769553,1.688876582,2.569296314,3.612438982,"Stenobrachius leucopsarus",18
220,"mu[1]",-2.91555175,-4.423980376,-3.491739653,-2.940574758,-2.37382279,-1.351995764,"Stenobrachius leucopsarus",18
220,"mu[2]",-1.691151046,-3.043360302,-2.176389625,-1.677473687,-1.214754163,-0.291134203,"Stenobrachius leucopsarus",18
220,"mu[3]",-0.771869894,-2.500316839,-1.396481301,-0.800322708,-0.156732795,0.988770807,"Stenobrachius leucopsarus",18
220,"mu[4]",0.266868825,-1.404091724,-0.30090181,0.253327986,0.836154388,1.992935898,"Stenobrachius leucopsarus",18
220,"mu[5]",0.184587675,-1.49904381,-0.40334452,0.184025903,0.76073643,1.863044293,"Stenobrachius leucopsarus",18
220,"alpha",5.230307677,4.710086782,5.049753708,5.225237698,5.403380634,5.784074525,"Stenobrachius leucopsarus",19
220,"rho",-2.936105352,-2.998044519,-2.978054259,-2.95053751,-2.910011382,-2.796247998,"Stenobrachius leucopsarus",19
220,"sigma",0.331968489,0.085761086,0.140594877,0.207556871,0.35162191,1.469654063,"Stenobrachius leucopsarus",19
220,"mu[1]",-2.678383976,-4.26944648,-3.193126168,-2.676334872,-2.166009853,-1.059906924,"Stenobrachius leucopsarus",19
220,"mu[2]",-2.243537776,-3.745630346,-2.72433083,-2.241734459,-1.746586639,-0.814649248,"Stenobrachius leucopsarus",19
220,"mu[3]",-1.138709457,-2.847639256,-1.681985142,-1.122100563,-0.570890115,0.521486094,"Stenobrachius leucopsarus",19
220,"mu[4]",0.58825321,-1.039952709,0.005330902,0.585702924,1.185906448,2.172179364,"Stenobrachius leucopsarus",19
220,"mu[5]",1.054319275,-0.825499796,0.417323575,1.063587509,1.703346468,2.971354616,"Stenobrachius leucopsarus",19
220,"alpha",4.320775718,2.406456302,3.454646695,4.719103646,5.06216913,5.498829531,"Stenobrachius leucopsarus",2
220,"rho",-2.063840007,-2.991826403,-2.902401713,-2.763757648,-0.899466501,0.558717727,"Stenobrachius leucopsarus",2
220,"sigma",2.598467862,1.019565094,1.537801739,2.080952202,4.143722286,4.72241953,"Stenobrachius leucopsarus",2
220,"mu[1]",-2.157247259,-3.876821518,-2.79082369,-2.222463805,-1.620739374,-0.045159642,"Stenobrachius leucopsarus",2
220,"mu[2]",-2.518439108,-4.241808646,-3.11057793,-2.509725055,-1.976734276,-0.678308336,"Stenobrachius leucopsarus",2
220,"mu[3]",-1.045086279,-3.100508421,-1.660255359,-1.03709476,-0.448661039,1.039840648,"Stenobrachius leucopsarus",2
220,"mu[4]",0.041458352,-1.681983537,-0.617016938,0.040017337,0.681527962,1.839819323,"Stenobrachius leucopsarus",2
220,"mu[5]",-0.320509889,-2.935000405,-0.970174524,-0.267664949,0.420723769,1.785394508,"Stenobrachius leucopsarus",2
220,"alpha",3.672541061,2.167805053,3.092438502,3.74968514,4.282167123,4.91909249,"Stenobrachius leucopsarus",20
220,"rho",-1.789509355,-2.956340707,-2.640123195,-2.067565189,-0.992844256,-0.017709227,"Stenobrachius leucopsarus",20
220,"sigma",3.497920291,2.14707125,2.848303986,3.545216714,4.155765359,4.678156618,"Stenobrachius leucopsarus",20
220,"mu[1]",-2.5820302,-4.376985052,-3.223980323,-2.624230795,-1.99435535,-0.57831532,"Stenobrachius leucopsarus",20
220,"mu[2]",-1.814985122,-3.543525915,-2.348001688,-1.814057916,-1.292366661,-0.054357456,"Stenobrachius leucopsarus",20
220,"mu[3]",-0.232210423,-2.247394675,-0.856265927,-0.225842246,0.41028782,1.715765208,"Stenobrachius leucopsarus",20
220,"mu[4]",-0.238356558,-2.170461687,-0.871575331,-0.227942152,0.410847423,1.662584014,"Stenobrachius leucopsarus",20
220,"mu[5]",0.58705243,-1.550693792,-0.087710782,0.59015619,1.253012911,2.691179176,"Stenobrachius leucopsarus",20
220,"alpha",3.303167467,1.856044253,2.785781404,3.301097451,3.833957269,4.659143526,"Stenobrachius leucopsarus",3
220,"rho",-1.804892575,-2.965454079,-2.516282823,-1.838067811,-1.268502848,0.152288271,"Stenobrachius leucopsarus",3
220,"sigma",4.04163278,2.731924312,3.68089718,4.142753996,4.467070894,4.986568104,"Stenobrachius leucopsarus",3
220,"mu[1]",-2.720588171,-4.355908766,-3.320109257,-2.774522097,-2.157386884,-0.938605384,"Stenobrachius leucopsarus",3
220,"mu[2]",-1.885477625,-3.519774572,-2.436216887,-1.892204376,-1.368002323,-0.287151696,"Stenobrachius leucopsarus",3
220,"mu[3]",-1.426217003,-3.283992367,-2.079955672,-1.423279183,-0.788473272,0.432100951,"Stenobrachius leucopsarus",3
220,"mu[4]",0.378571406,-1.517245954,-0.253974202,0.385680436,1.019196802,2.289515418,"Stenobrachius leucopsarus",3
220,"mu[5]",-0.856181747,-2.893025224,-1.566561666,-0.864153505,-0.141407093,1.212971385,"Stenobrachius leucopsarus",3
220,"alpha",3.14395571,2.160148558,2.804491284,3.143786153,3.480406081,4.190574443,"Stenobrachius leucopsarus",4
220,"rho",-0.68916963,-1.411770445,-0.927403971,-0.717195318,-0.474446176,0.249857029,"Stenobrachius leucopsarus",4
220,"sigma",4.251156333,3.728935452,4.0648761,4.245293721,4.441260346,4.788687425,"Stenobrachius leucopsarus",4
220,"mu[1]",-2.468117145,-4.422549932,-3.271421222,-2.536245216,-1.774986869,-0.098728458,"Stenobrachius leucopsarus",4
220,"mu[2]",-1.794709402,-3.869934092,-2.548186639,-1.82496419,-1.078813316,0.542454801,"Stenobrachius leucopsarus",4
220,"mu[3]",-0.252806156,-2.537102787,-1.048621508,-0.241348004,0.490373657,2.168795351,"Stenobrachius leucopsarus",4
220,"mu[4]",0.061289458,-2.405485187,-0.717915213,0.080653948,0.847525555,2.422216922,"Stenobrachius leucopsarus",4
220,"mu[5]",-0.319208548,-2.95778925,-1.091558164,-0.263793541,0.504736276,2.079098731,"Stenobrachius leucopsarus",4
220,"alpha",3.466591966,2.094023798,3.009162869,3.513723586,3.957823973,4.611755774,"Stenobrachius leucopsarus",5
220,"rho",-2.163697394,-2.971447226,-2.669480495,-2.232770777,-1.781748528,-0.958565111,"Stenobrachius leucopsarus",5
220,"sigma",3.680886059,2.619955627,3.278724424,3.713413942,4.078317886,4.718660115,"Stenobrachius leucopsarus",5
220,"mu[1]",-2.473204253,-3.984456364,-2.989380523,-2.494578621,-1.968460182,-0.957471697,"Stenobrachius leucopsarus",5
220,"mu[2]",-2.475802605,-3.891174473,-2.945634841,-2.480421355,-2.003234661,-1.081123167,"Stenobrachius leucopsarus",5
220,"mu[3]",-0.238745177,-2.071575363,-0.839690572,-0.229956129,0.36812891,1.549829106,"Stenobrachius leucopsarus",5
220,"mu[4]",0.570009118,-1.07898212,-0.004102078,0.563680732,1.14846033,2.227649387,"Stenobrachius leucopsarus",5
220,"mu[5]",-0.90353964,-2.858812708,-1.559104436,-0.897685171,-0.255341027,1.020790526,"Stenobrachius leucopsarus",5
220,"alpha",4.882180603,3.850351736,4.692396035,4.923681216,5.134441091,5.538253117,"Stenobrachius leucopsarus",6
220,"rho",-2.766633672,-2.995272106,-2.925468447,-2.84163381,-2.733550889,-2.360065621,"Stenobrachius leucopsarus",6
220,"sigma",1.803479641,0.933431361,1.346716191,1.683146504,2.104078501,3.420539623,"Stenobrachius leucopsarus",6
